packet,recv_time_epoch,send_time_epoch,recv_time_iso,send_time_iso,processing_time_us,packet_size_bytes,from_ip,from_port
40,1769521223.267998219,1769521223.268057823,2026-01-27T15:40:23.267998,2026-01-27T15:40:23.268058,59.60,64,192.168.10.20,47623
41,1769521223.271723747,1769521223.271775484,2026-01-27T15:40:23.271724,2026-01-27T15:40:23.271775,51.74,64,192.168.10.20,47623
42,1769521223.275408983,1769521223.275463581,2026-01-27T15:40:23.275409,2026-01-27T15:40:23.275464,54.60,64,192.168.10.20,47623
43,1769521223.278865099,1769521223.278920174,2026-01-27T15:40:23.278865,2026-01-27T15:40:23.278920,55.07,64,192.168.10.20,47623
44,1769521223.282299042,1769521223.282354355,2026-01-27T15:40:23.282299,2026-01-27T15:40:23.282354,55.31,64,192.168.10.20,47623
45,1769521223.285723925,1769521223.285814762,2026-01-27T15:40:23.285724,2026-01-27T15:40:23.285815,90.84,64,192.168.10.20,47623
46,1769521223.289200068,1769521223.289255857,2026-01-27T15:40:23.289200,2026-01-27T15:40:23.289256,55.79,64,192.168.10.20,47623
47,1769521223.292693615,1769521223.292757988,2026-01-27T15:40:23.292694,2026-01-27T15:40:23.292758,64.37,64,192.168.10.20,47623
48,1769521223.296206474,1769521223.296263933,2026-01-27T15:40:23.296206,2026-01-27T15:40:23.296264,57.46,64,192.168.10.20,47623
49,1769521223.299941301,1769521223.299995661,2026-01-27T15:40:23.299941,2026-01-27T15:40:23.299996,54.36,64,192.168.10.20,47623
50,1769521223.303572893,1769521223.303625822,2026-01-27T15:40:23.303573,2026-01-27T15:40:23.303626,52.93,64,192.168.10.20,47623
51,1769521223.307119370,1769521223.307170391,2026-01-27T15:40:23.307119,2026-01-27T15:40:23.307170,51.02,64,192.168.10.20,47623
52,1769521223.310799122,1769521223.310851574,2026-01-27T15:40:23.310799,2026-01-27T15:40:23.310852,52.45,64,192.168.10.20,47623
53,1769521223.314402819,1769521223.314455509,2026-01-27T15:40:23.314403,2026-01-27T15:40:23.314456,52.69,64,192.168.10.20,47623
54,1769521223.317837238,1769521223.317888975,2026-01-27T15:40:23.317837,2026-01-27T15:40:23.317889,51.74,64,192.168.10.20,47623
55,1769521223.321273327,1769521223.321324348,2026-01-27T15:40:23.321273,2026-01-27T15:40:23.321324,51.02,64,192.168.10.20,47623
56,1769521223.324659348,1769521223.324714422,2026-01-27T15:40:23.324659,2026-01-27T15:40:23.324714,55.07,64,192.168.10.20,47623
57,1769521223.328087568,1769521223.328146219,2026-01-27T15:40:23.328088,2026-01-27T15:40:23.328146,58.65,64,192.168.10.20,47623
58,1769521223.331585884,1769521223.331639290,2026-01-27T15:40:23.331586,2026-01-27T15:40:23.331639,53.41,64,192.168.10.20,47623
59,1769521223.335091114,1769521223.335140944,2026-01-27T15:40:23.335091,2026-01-27T15:40:23.335141,49.83,64,192.168.10.20,47623
60,1769521223.338685989,1769521223.338737488,2026-01-27T15:40:23.338686,2026-01-27T15:40:23.338737,51.50,64,192.168.10.20,47623
61,1769521223.342249393,1769521223.342300653,2026-01-27T15:40:23.342249,2026-01-27T15:40:23.342301,51.26,64,192.168.10.20,47623
62,1769521223.345803022,1769521223.345863104,2026-01-27T15:40:23.345803,2026-01-27T15:40:23.345863,60.08,64,192.168.10.20,47623
63,1769521223.349256992,1769521223.349309683,2026-01-27T15:40:23.349257,2026-01-27T15:40:23.349310,52.69,64,192.168.10.20,47623
64,1769521223.352702618,1769521223.352765799,2026-01-27T15:40:23.352703,2026-01-27T15:40:23.352766,63.18,64,192.168.10.20,47623
65,1769521223.356135607,1769521223.356190205,2026-01-27T15:40:23.356136,2026-01-27T15:40:23.356190,54.60,64,192.168.10.20,47623
66,1769521223.359575033,1769521223.359629869,2026-01-27T15:40:23.359575,2026-01-27T15:40:23.359630,54.84,64,192.168.10.20,47623
67,1769521223.363001823,1769521223.363065004,2026-01-27T15:40:23.363002,2026-01-27T15:40:23.363065,63.18,64,192.168.10.20,47623
68,1769521223.366508722,1769521223.366561174,2026-01-27T15:40:23.366509,2026-01-27T15:40:23.366561,52.45,64,192.168.10.20,47623
69,1769521223.370067358,1769521223.370116949,2026-01-27T15:40:23.370067,2026-01-27T15:40:23.370117,49.59,64,192.168.10.20,47623
70,1769521223.373595953,1769521223.373647213,2026-01-27T15:40:23.373596,2026-01-27T15:40:23.373647,51.26,64,192.168.10.20,47623
71,1769521223.377108335,1769521223.377161503,2026-01-27T15:40:23.377108,2026-01-27T15:40:23.377162,53.17,64,192.168.10.20,47623
72,1769521223.380560398,1769521223.380617380,2026-01-27T15:40:23.380560,2026-01-27T15:40:23.380617,56.98,64,192.168.10.20,47623
73,1769521223.383976221,1769521223.384025097,2026-01-27T15:40:23.383976,2026-01-27T15:40:23.384025,48.88,64,192.168.10.20,47623
74,1769521223.387448788,1769521223.387502193,2026-01-27T15:40:23.387449,2026-01-27T15:40:23.387502,53.41,64,192.168.10.20,47623
75,1769521223.390816689,1769521223.390866995,2026-01-27T15:40:23.390817,2026-01-27T15:40:23.390867,50.31,64,192.168.10.20,47623
76,1769521223.394250393,1769521223.394302607,2026-01-27T15:40:23.394250,2026-01-27T15:40:23.394303,52.21,64,192.168.10.20,47623
77,1769521223.397798538,1769521223.397851706,2026-01-27T15:40:23.397799,2026-01-27T15:40:23.397852,53.17,64,192.168.10.20,47623
78,1769521223.401319504,1769521223.401368856,2026-01-27T15:40:23.401320,2026-01-27T15:40:23.401369,49.35,64,192.168.10.20,47623
79,1769521223.404934406,1769521223.404993057,2026-01-27T15:40:23.404934,2026-01-27T15:40:23.404993,58.65,64,192.168.10.20,47623
80,1769521223.408490658,1769521223.408544302,2026-01-27T15:40:23.408491,2026-01-27T15:40:23.408544,53.64,64,192.168.10.20,47623
81,1769521223.411935329,1769521223.411988258,2026-01-27T15:40:23.411935,2026-01-27T15:40:23.411988,52.93,64,192.168.10.20,47623
82,1769521223.415456772,1769521223.415506840,2026-01-27T15:40:23.415457,2026-01-27T15:40:23.415507,50.07,64,192.168.10.20,47623
83,1769521223.418812990,1769521223.418877125,2026-01-27T15:40:23.418813,2026-01-27T15:40:23.418877,64.13,64,192.168.10.20,47623
84,1769521223.422264338,1769521223.422325611,2026-01-27T15:40:23.422264,2026-01-27T15:40:23.422326,61.27,64,192.168.10.20,47623
85,1769521223.425728083,1769521223.425818205,2026-01-27T15:40:23.425728,2026-01-27T15:40:23.425818,90.12,64,192.168.10.20,47623
86,1769521223.429246426,1769521223.429300785,2026-01-27T15:40:23.429246,2026-01-27T15:40:23.429301,54.36,64,192.168.10.20,47623
87,1769521223.433006287,1769521223.433073521,2026-01-27T15:40:23.433006,2026-01-27T15:40:23.433074,67.23,64,192.168.10.20,47623
88,1769521223.436856270,1769521223.436916828,2026-01-27T15:40:23.436856,2026-01-27T15:40:23.436917,60.56,64,192.168.10.20,47623
89,1769521223.440443277,1769521223.440492868,2026-01-27T15:40:23.440443,2026-01-27T15:40:23.440493,49.59,64,192.168.10.20,47623
90,1769521223.444111824,1769521223.444162369,2026-01-27T15:40:23.444112,2026-01-27T15:40:23.444162,50.54,64,192.168.10.20,47623
91,1769521223.447767973,1769521223.447821856,2026-01-27T15:40:23.447768,2026-01-27T15:40:23.447822,53.88,64,192.168.10.20,47623
92,1769521223.451273918,1769521223.451328278,2026-01-27T15:40:23.451274,2026-01-27T15:40:23.451328,54.36,64,192.168.10.20,47623
93,1769521223.454740047,1769521223.454790831,2026-01-27T15:40:23.454740,2026-01-27T15:40:23.454791,50.78,64,192.168.10.20,47623
94,1769521223.458200216,1769521223.458251953,2026-01-27T15:40:23.458200,2026-01-27T15:40:23.458252,51.74,64,192.168.10.20,47623
95,1769521223.461585999,1769521223.461634159,2026-01-27T15:40:23.461586,2026-01-27T15:40:23.461634,48.16,64,192.168.10.20,47623
96,1769521223.465010166,1769521223.465071201,2026-01-27T15:40:23.465010,2026-01-27T15:40:23.465071,61.04,64,192.168.10.20,47623
97,1769521223.468534231,1769521223.468593597,2026-01-27T15:40:23.468534,2026-01-27T15:40:23.468594,59.37,64,192.168.10.20,47623
98,1769521223.472140551,1769521223.472193956,2026-01-27T15:40:23.472141,2026-01-27T15:40:23.472194,53.41,64,192.168.10.20,47623
99,1769521223.475720167,1769521223.475775242,2026-01-27T15:40:23.475720,2026-01-27T15:40:23.475775,55.07,64,192.168.10.20,47623
100,1769521223.479208946,1769521223.479260921,2026-01-27T15:40:23.479209,2026-01-27T15:40:23.479261,51.98,64,192.168.10.20,47623
101,1769521223.482662201,1769521223.482717037,2026-01-27T15:40:23.482662,2026-01-27T15:40:23.482717,54.84,64,192.168.10.20,47623
102,1769521223.486097813,1769521223.486145020,2026-01-27T15:40:23.486098,2026-01-27T15:40:23.486145,47.21,64,192.168.10.20,47623
103,1769521223.489529133,1769521223.489583015,2026-01-27T15:40:23.489529,2026-01-27T15:40:23.489583,53.88,64,192.168.10.20,47623
104,1769521223.492899895,1769521223.492955923,2026-01-27T15:40:23.492900,2026-01-27T15:40:23.492956,56.03,64,192.168.10.20,47623
105,1769521223.496370316,1769521223.496425629,2026-01-27T15:40:23.496370,2026-01-27T15:40:23.496426,55.31,64,192.168.10.20,47623
106,1769521223.499926329,1769521223.499979734,2026-01-27T15:40:23.499926,2026-01-27T15:40:23.499980,53.41,64,192.168.10.20,47623
107,1769521223.503535271,1769521223.503590107,2026-01-27T15:40:23.503535,2026-01-27T15:40:23.503590,54.84,64,192.168.10.20,47623
108,1769521223.507091045,1769521223.507141829,2026-01-27T15:40:23.507091,2026-01-27T15:40:23.507142,50.78,64,192.168.10.20,47623
109,1769521223.510641336,1769521223.510694027,2026-01-27T15:40:23.510641,2026-01-27T15:40:23.510694,52.69,64,192.168.10.20,47623
110,1769521223.514028549,1769521223.514084578,2026-01-27T15:40:23.514029,2026-01-27T15:40:23.514085,56.03,64,192.168.10.20,47623
111,1769521223.517469645,1769521223.517518997,2026-01-27T15:40:23.517470,2026-01-27T15:40:23.517519,49.35,64,192.168.10.20,47623
112,1769521223.520820379,1769521223.520874023,2026-01-27T15:40:23.520820,2026-01-27T15:40:23.520874,53.64,64,192.168.10.20,47623
113,1769521223.524216413,1769521223.524276495,2026-01-27T15:40:23.524216,2026-01-27T15:40:23.524276,60.08,64,192.168.10.20,47623
114,1769521223.527731180,1769521223.527785778,2026-01-27T15:40:23.527731,2026-01-27T15:40:23.527786,54.60,64,192.168.10.20,47623
115,1769521223.531214237,1769521223.531266212,2026-01-27T15:40:23.531214,2026-01-27T15:40:23.531266,51.98,64,192.168.10.20,47623
116,1769521223.534726620,1769521223.534780264,2026-01-27T15:40:23.534727,2026-01-27T15:40:23.534780,53.64,64,192.168.10.20,47623
117,1769521223.538256645,1769521223.538313150,2026-01-27T15:40:23.538257,2026-01-27T15:40:23.538313,56.51,64,192.168.10.20,47623
118,1769521223.541814566,1769521223.541868687,2026-01-27T15:40:23.541815,2026-01-27T15:40:23.541869,54.12,64,192.168.10.20,47623
119,1769521223.545258760,1769521223.545311213,2026-01-27T15:40:23.545259,2026-01-27T15:40:23.545311,52.45,64,192.168.10.20,47623
120,1769521223.548786163,1769521223.548848391,2026-01-27T15:40:23.548786,2026-01-27T15:40:23.548848,62.23,64,192.168.10.20,47623
121,1769521223.552167177,1769521223.552215576,2026-01-27T15:40:23.552167,2026-01-27T15:40:23.552216,48.40,64,192.168.10.20,47623
122,1769521223.555587769,1769521223.555656910,2026-01-27T15:40:23.555588,2026-01-27T15:40:23.555657,69.14,64,192.168.10.20,47623
123,1769521223.559060812,1769521223.559116364,2026-01-27T15:40:23.559061,2026-01-27T15:40:23.559116,55.55,64,192.168.10.20,47623
124,1769521223.562547207,1769521223.562598228,2026-01-27T15:40:23.562547,2026-01-27T15:40:23.562598,51.02,64,192.168.10.20,47623
125,1769521223.565954924,1769521223.566011190,2026-01-27T15:40:23.565955,2026-01-27T15:40:23.566011,56.27,64,192.168.10.20,47623
126,1769521223.569453239,1769521223.569511652,2026-01-27T15:40:23.569453,2026-01-27T15:40:23.569512,58.41,64,192.168.10.20,47623
127,1769521223.573016405,1769521223.573079824,2026-01-27T15:40:23.573016,2026-01-27T15:40:23.573080,63.42,64,192.168.10.20,47623
128,1769521223.576623917,1769521223.576682806,2026-01-27T15:40:23.576624,2026-01-27T15:40:23.576683,58.89,64,192.168.10.20,47623
129,1769521223.580156326,1769521223.580211163,2026-01-27T15:40:23.580156,2026-01-27T15:40:23.580211,54.84,64,192.168.10.20,47623
130,1769521223.583585978,1769521223.583639860,2026-01-27T15:40:23.583586,2026-01-27T15:40:23.583640,53.88,64,192.168.10.20,47623
131,1769521223.587035418,1769521223.587090969,2026-01-27T15:40:23.587035,2026-01-27T15:40:23.587091,55.55,64,192.168.10.20,47623
132,1769521223.590466261,1769521223.590518236,2026-01-27T15:40:23.590466,2026-01-27T15:40:23.590518,51.98,64,192.168.10.20,47623
133,1769521223.593924046,1769521223.593978167,2026-01-27T15:40:23.593924,2026-01-27T15:40:23.593978,54.12,64,192.168.10.20,47623
134,1769521223.597384691,1769521223.597436666,2026-01-27T15:40:23.597385,2026-01-27T15:40:23.597437,51.98,64,192.168.10.20,47623
135,1769521223.600918531,1769521223.600987911,2026-01-27T15:40:23.600919,2026-01-27T15:40:23.600988,69.38,64,192.168.10.20,47623
136,1769521223.604454756,1769521223.604516506,2026-01-27T15:40:23.604455,2026-01-27T15:40:23.604517,61.75,64,192.168.10.20,47623
137,1769521223.608035326,1769521223.608089685,2026-01-27T15:40:23.608035,2026-01-27T15:40:23.608090,54.36,64,192.168.10.20,47623
138,1769521223.611643076,1769521223.611701250,2026-01-27T15:40:23.611643,2026-01-27T15:40:23.611701,58.17,64,192.168.10.20,47623
139,1769521223.615098953,1769521223.615156651,2026-01-27T15:40:23.615099,2026-01-27T15:40:23.615157,57.70,64,192.168.10.20,47623
140,1769521223.618540525,1769521223.618602037,2026-01-27T15:40:23.618541,2026-01-27T15:40:23.618602,61.51,64,192.168.10.20,47623
141,1769521223.621955872,1769521223.622012615,2026-01-27T15:40:23.621956,2026-01-27T15:40:23.622013,56.74,64,192.168.10.20,47623
142,1769521223.625375032,1769521223.625427246,2026-01-27T15:40:23.625375,2026-01-27T15:40:23.625427,52.21,64,192.168.10.20,47623
143,1769521223.628812075,1769521223.628870726,2026-01-27T15:40:23.628812,2026-01-27T15:40:23.628871,58.65,64,192.168.10.20,47623
144,1769521223.632333994,1769521223.632383347,2026-01-27T15:40:23.632334,2026-01-27T15:40:23.632383,49.35,64,192.168.10.20,47623
145,1769521223.635831594,1769521223.635879755,2026-01-27T15:40:23.635832,2026-01-27T15:40:23.635880,48.16,64,192.168.10.20,47623
146,1769521223.639488220,1769521223.639540434,2026-01-27T15:40:23.639488,2026-01-27T15:40:23.639540,52.21,64,192.168.10.20,47623
147,1769521223.643045902,1769521223.643098354,2026-01-27T15:40:23.643046,2026-01-27T15:40:23.643098,52.45,64,192.168.10.20,47623
148,1769521223.646487474,1769521223.646540403,2026-01-27T15:40:23.646487,2026-01-27T15:40:23.646540,52.93,64,192.168.10.20,47623
149,1769521223.649991989,1769521223.650044441,2026-01-27T15:40:23.649992,2026-01-27T15:40:23.650044,52.45,64,192.168.10.20,47623
150,1769521223.653377533,1769521223.653430939,2026-01-27T15:40:23.653378,2026-01-27T15:40:23.653431,53.41,64,192.168.10.20,47623
151,1769521223.656733751,1769521223.656788826,2026-01-27T15:40:23.656734,2026-01-27T15:40:23.656789,55.07,64,192.168.10.20,47623
152,1769521223.660169840,1769521223.660219431,2026-01-27T15:40:23.660170,2026-01-27T15:40:23.660219,49.59,64,192.168.10.20,47623
153,1769521223.663649559,1769521223.663703442,2026-01-27T15:40:23.663650,2026-01-27T15:40:23.663703,53.88,64,192.168.10.20,47623
154,1769521223.667320013,1769521223.667372227,2026-01-27T15:40:23.667320,2026-01-27T15:40:23.667372,52.21,64,192.168.10.20,47623
155,1769521223.671061754,1769521223.671111345,2026-01-27T15:40:23.671062,2026-01-27T15:40:23.671111,49.59,64,192.168.10.20,47623
156,1769521223.674700499,1769521223.674753189,2026-01-27T15:40:23.674700,2026-01-27T15:40:23.674753,52.69,64,192.168.10.20,47623
157,1769521223.678360462,1769521223.678411245,2026-01-27T15:40:23.678360,2026-01-27T15:40:23.678411,50.78,64,192.168.10.20,47623
158,1769521223.681867838,1769521223.681920767,2026-01-27T15:40:23.681868,2026-01-27T15:40:23.681921,52.93,64,192.168.10.20,47623
159,1769521223.685329199,1769521223.685379982,2026-01-27T15:40:23.685329,2026-01-27T15:40:23.685380,50.78,64,192.168.10.20,47623
160,1769521223.688749075,1769521223.688802481,2026-01-27T15:40:23.688749,2026-01-27T15:40:23.688802,53.41,64,192.168.10.20,47623
161,1769521223.692160368,1769521223.692212105,2026-01-27T15:40:23.692160,2026-01-27T15:40:23.692212,51.74,64,192.168.10.20,47623
162,1769521223.695595980,1769521223.695644855,2026-01-27T15:40:23.695596,2026-01-27T15:40:23.695645,48.88,64,192.168.10.20,47623
163,1769521223.699045181,1769521223.699096203,2026-01-27T15:40:23.699045,2026-01-27T15:40:23.699096,51.02,64,192.168.10.20,47623
164,1769521223.702525854,1769521223.702572584,2026-01-27T15:40:23.702526,2026-01-27T15:40:23.702573,46.73,64,192.168.10.20,47623
165,1769521223.706130743,1769521223.706183195,2026-01-27T15:40:23.706131,2026-01-27T15:40:23.706183,52.45,64,192.168.10.20,47623
166,1769521223.709811687,1769521223.709864616,2026-01-27T15:40:23.709812,2026-01-27T15:40:23.709865,52.93,64,192.168.10.20,47623
167,1769521223.713309288,1769521223.713359833,2026-01-27T15:40:23.713309,2026-01-27T15:40:23.713360,50.54,64,192.168.10.20,47623
168,1769521223.716789961,1769521223.716851950,2026-01-27T15:40:23.716790,2026-01-27T15:40:23.716852,61.99,64,192.168.10.20,47623
169,1769521223.720194340,1769521223.720244169,2026-01-27T15:40:23.720194,2026-01-27T15:40:23.720244,49.83,64,192.168.10.20,47623
170,1769521223.723590136,1769521223.723642588,2026-01-27T15:40:23.723590,2026-01-27T15:40:23.723643,52.45,64,192.168.10.20,47623
171,1769521223.727029800,1769521223.727086544,2026-01-27T15:40:23.727030,2026-01-27T15:40:23.727087,56.74,64,192.168.10.20,47623
172,1769521223.730499268,1769521223.730555534,2026-01-27T15:40:23.730499,2026-01-27T15:40:23.730556,56.27,64,192.168.10.20,47623
173,1769521223.734030008,1769521223.734087706,2026-01-27T15:40:23.734030,2026-01-27T15:40:23.734088,57.70,64,192.168.10.20,47623
174,1769521223.737657547,1769521223.737713337,2026-01-27T15:40:23.737658,2026-01-27T15:40:23.737713,55.79,64,192.168.10.20,47623
175,1769521223.741270304,1769521223.741323471,2026-01-27T15:40:23.741270,2026-01-27T15:40:23.741323,53.17,64,192.168.10.20,47623
176,1769521223.744746685,1769521223.744804144,2026-01-27T15:40:23.744747,2026-01-27T15:40:23.744804,57.46,64,192.168.10.20,47623
177,1769521223.748194456,1769521223.748244047,2026-01-27T15:40:23.748194,2026-01-27T15:40:23.748244,49.59,64,192.168.10.20,47623
178,1769521223.751596451,1769521223.751644135,2026-01-27T15:40:23.751596,2026-01-27T15:40:23.751644,47.68,64,192.168.10.20,47623
179,1769521223.754980087,1769521223.755032063,2026-01-27T15:40:23.754980,2026-01-27T15:40:23.755032,51.98,64,192.168.10.20,47623
180,1769521223.758414507,1769521223.758477211,2026-01-27T15:40:23.758415,2026-01-27T15:40:23.758477,62.70,64,192.168.10.20,47623
181,1769521223.761906624,1769521223.761960745,2026-01-27T15:40:23.761907,2026-01-27T15:40:23.761961,54.12,64,192.168.10.20,47623
182,1769521223.765384436,1769521223.765434265,2026-01-27T15:40:23.765384,2026-01-27T15:40:23.765434,49.83,64,192.168.10.20,47623
183,1769521223.768984556,1769521223.769039154,2026-01-27T15:40:23.768985,2026-01-27T15:40:23.769039,54.60,64,192.168.10.20,47623
184,1769521223.772727966,1769521223.772788286,2026-01-27T15:40:23.772728,2026-01-27T15:40:23.772788,60.32,64,192.168.10.20,47623
185,1769521223.776429892,1769521223.776482582,2026-01-27T15:40:23.776430,2026-01-27T15:40:23.776483,52.69,64,192.168.10.20,47623
186,1769521223.780076027,1769521223.780128717,2026-01-27T15:40:23.780076,2026-01-27T15:40:23.780129,52.69,64,192.168.10.20,47623
187,1769521223.783557653,1769521223.783612013,2026-01-27T15:40:23.783558,2026-01-27T15:40:23.783612,54.36,64,192.168.10.20,47623
188,1769521223.787003994,1769521223.787055969,2026-01-27T15:40:23.787004,2026-01-27T15:40:23.787056,51.98,64,192.168.10.20,47623
189,1769521223.790452003,1769521223.790502310,2026-01-27T15:40:23.790452,2026-01-27T15:40:23.790502,50.31,64,192.168.10.20,47623
190,1769521223.793881178,1769521223.793938398,2026-01-27T15:40:23.793881,2026-01-27T15:40:23.793938,57.22,64,192.168.10.20,47623
191,1769521223.797347546,1769521223.797397614,2026-01-27T15:40:23.797348,2026-01-27T15:40:23.797398,50.07,64,192.168.10.20,47623
192,1769521223.800805569,1769521223.800860405,2026-01-27T15:40:23.800806,2026-01-27T15:40:23.800860,54.84,64,192.168.10.20,47623
193,1769521223.804368734,1769521223.804417133,2026-01-27T15:40:23.804369,2026-01-27T15:40:23.804417,48.40,64,192.168.10.20,47623
194,1769521223.807988644,1769521223.808040619,2026-01-27T15:40:23.807989,2026-01-27T15:40:23.808041,51.98,64,192.168.10.20,47623
195,1769521223.811570883,1769521223.811621904,2026-01-27T15:40:23.811571,2026-01-27T15:40:23.811622,51.02,64,192.168.10.20,47623
196,1769521223.814996719,1769521223.815046310,2026-01-27T15:40:23.814997,2026-01-27T15:40:23.815046,49.59,64,192.168.10.20,47623
197,1769521223.818418264,1769521223.818470001,2026-01-27T15:40:23.818418,2026-01-27T15:40:23.818470,51.74,64,192.168.10.20,47623
198,1769521223.821799994,1769521223.821853161,2026-01-27T15:40:23.821800,2026-01-27T15:40:23.821853,53.17,64,192.168.10.20,47623
199,1769521223.825181007,1769521223.825233221,2026-01-27T15:40:23.825181,2026-01-27T15:40:23.825233,52.21,64,192.168.10.20,47623
200,1769521223.828653336,1769521223.828711271,2026-01-27T15:40:23.828653,2026-01-27T15:40:23.828711,57.94,64,192.168.10.20,47623
201,1769521223.832147598,1769521223.832197428,2026-01-27T15:40:23.832148,2026-01-27T15:40:23.832197,49.83,64,192.168.10.20,47623
