packet,recv_time_epoch,send_time_epoch,recv_time_iso,send_time_iso,processing_time_us,packet_size_bytes,from_ip,from_port
42,1769523420.776822329,1769523420.776876688,2026-01-27T16:17:00.776822,2026-01-27T16:17:00.776877,54.36,64,192.168.10.20,54103
43,1769523420.780182600,1769523420.780242682,2026-01-27T16:17:00.780183,2026-01-27T16:17:00.780243,60.08,64,192.168.10.20,54103
44,1769523420.783594608,1769523420.783645153,2026-01-27T16:17:00.783595,2026-01-27T16:17:00.783645,50.54,64,192.168.10.20,54103
45,1769523420.787074089,1769523420.787123919,2026-01-27T16:17:00.787074,2026-01-27T16:17:00.787124,49.83,64,192.168.10.20,54103
46,1769523420.790593386,1769523420.790644169,2026-01-27T16:17:00.790593,2026-01-27T16:17:00.790644,50.78,64,192.168.10.20,54103
47,1769523420.794143915,1769523420.794197321,2026-01-27T16:17:00.794144,2026-01-27T16:17:00.794197,53.41,64,192.168.10.20,54103
48,1769523420.797739506,1769523420.797826767,2026-01-27T16:17:00.797740,2026-01-27T16:17:00.797827,87.26,64,192.168.10.20,54103
49,1769523420.801339865,1769523420.801389933,2026-01-27T16:17:00.801340,2026-01-27T16:17:00.801390,50.07,64,192.168.10.20,54103
50,1769523420.804949284,1769523420.805006504,2026-01-27T16:17:00.804949,2026-01-27T16:17:00.805007,57.22,64,192.168.10.20,54103
51,1769523420.808387041,1769523420.808445692,2026-01-27T16:17:00.808387,2026-01-27T16:17:00.808446,58.65,64,192.168.10.20,54103
52,1769523420.811883211,1769523420.811935425,2026-01-27T16:17:00.811883,2026-01-27T16:17:00.811935,52.21,64,192.168.10.20,54103
53,1769523420.815302610,1769523420.815355301,2026-01-27T16:17:00.815303,2026-01-27T16:17:00.815355,52.69,64,192.168.10.20,54103
54,1769523420.818754196,1769523420.818811178,2026-01-27T16:17:00.818754,2026-01-27T16:17:00.818811,56.98,64,192.168.10.20,54103
55,1769523420.822309732,1769523420.822364569,2026-01-27T16:17:00.822310,2026-01-27T16:17:00.822365,54.84,64,192.168.10.20,54103
56,1769523420.825789452,1769523420.825842619,2026-01-27T16:17:00.825789,2026-01-27T16:17:00.825843,53.17,64,192.168.10.20,54103
57,1769523420.829376459,1769523420.829427481,2026-01-27T16:17:00.829376,2026-01-27T16:17:00.829427,51.02,64,192.168.10.20,54103
58,1769523420.833092928,1769523420.833151817,2026-01-27T16:17:00.833093,2026-01-27T16:17:00.833152,58.89,64,192.168.10.20,54103
59,1769523420.836726665,1769523420.836784601,2026-01-27T16:17:00.836727,2026-01-27T16:17:00.836785,57.94,64,192.168.10.20,54103
60,1769523420.840213537,1769523420.840270519,2026-01-27T16:17:00.840214,2026-01-27T16:17:00.840271,56.98,64,192.168.10.20,54103
61,1769523420.843692303,1769523420.843745232,2026-01-27T16:17:00.843692,2026-01-27T16:17:00.843745,52.93,64,192.168.10.20,54103
62,1769523420.847117424,1769523420.847173214,2026-01-27T16:17:00.847117,2026-01-27T16:17:00.847173,55.79,64,192.168.10.20,54103
63,1769523420.850578070,1769523420.850631475,2026-01-27T16:17:00.850578,2026-01-27T16:17:00.850631,53.41,64,192.168.10.20,54103
64,1769523420.854022503,1769523420.854088306,2026-01-27T16:17:00.854023,2026-01-27T16:17:00.854088,65.80,64,192.168.10.20,54103
65,1769523420.857581854,1769523420.857632875,2026-01-27T16:17:00.857582,2026-01-27T16:17:00.857633,51.02,64,192.168.10.20,54103
66,1769523420.861221552,1769523420.861279249,2026-01-27T16:17:00.861222,2026-01-27T16:17:00.861279,57.70,64,192.168.10.20,54103
67,1769523420.864891529,1769523420.864945173,2026-01-27T16:17:00.864892,2026-01-27T16:17:00.864945,53.64,64,192.168.10.20,54103
68,1769523420.868423223,1769523420.868486166,2026-01-27T16:17:00.868423,2026-01-27T16:17:00.868486,62.94,64,192.168.10.20,54103
69,1769523420.871957541,1769523420.872012138,2026-01-27T16:17:00.871958,2026-01-27T16:17:00.872012,54.60,64,192.168.10.20,54103
70,1769523420.875380516,1769523420.875429392,2026-01-27T16:17:00.875381,2026-01-27T16:17:00.875429,48.88,64,192.168.10.20,54103
71,1769523420.878782988,1769523420.878831148,2026-01-27T16:17:00.878783,2026-01-27T16:17:00.878831,48.16,64,192.168.10.20,54103
72,1769523420.882167578,1769523420.882217884,2026-01-27T16:17:00.882168,2026-01-27T16:17:00.882218,50.31,64,192.168.10.20,54103
73,1769523420.885607958,1769523420.885658741,2026-01-27T16:17:00.885608,2026-01-27T16:17:00.885659,50.78,64,192.168.10.20,54103
74,1769523420.889147282,1769523420.889202833,2026-01-27T16:17:00.889147,2026-01-27T16:17:00.889203,55.55,64,192.168.10.20,54103
75,1769523420.892607450,1769523420.892662048,2026-01-27T16:17:00.892607,2026-01-27T16:17:00.892662,54.60,64,192.168.10.20,54103
76,1769523420.896040916,1769523420.896088839,2026-01-27T16:17:00.896041,2026-01-27T16:17:00.896089,47.92,64,192.168.10.20,54103
77,1769523420.899661303,1769523420.899715424,2026-01-27T16:17:00.899661,2026-01-27T16:17:00.899715,54.12,64,192.168.10.20,54103
78,1769523420.903308630,1769523420.903358459,2026-01-27T16:17:00.903309,2026-01-27T16:17:00.903358,49.83,64,192.168.10.20,54103
79,1769523420.906775951,1769523420.906834126,2026-01-27T16:17:00.906776,2026-01-27T16:17:00.906834,58.17,64,192.168.10.20,54103
80,1769523420.910251617,1769523420.910306931,2026-01-27T16:17:00.910252,2026-01-27T16:17:00.910307,55.31,64,192.168.10.20,54103
81,1769523420.913640738,1769523420.913693190,2026-01-27T16:17:00.913641,2026-01-27T16:17:00.913693,52.45,64,192.168.10.20,54103
82,1769523420.917004824,1769523420.917059183,2026-01-27T16:17:00.917005,2026-01-27T16:17:00.917059,54.36,64,192.168.10.20,54103
83,1769523420.920466423,1769523420.920519829,2026-01-27T16:17:00.920466,2026-01-27T16:17:00.920520,53.41,64,192.168.10.20,54103
84,1769523420.924013853,1769523420.924065113,2026-01-27T16:17:00.924014,2026-01-27T16:17:00.924065,51.26,64,192.168.10.20,54103
85,1769523420.927684784,1769523420.927737951,2026-01-27T16:17:00.927685,2026-01-27T16:17:00.927738,53.17,64,192.168.10.20,54103
86,1769523420.931344271,1769523420.931396008,2026-01-27T16:17:00.931344,2026-01-27T16:17:00.931396,51.74,64,192.168.10.20,54103
87,1769523420.934917450,1769523420.934969664,2026-01-27T16:17:00.934917,2026-01-27T16:17:00.934970,52.21,64,192.168.10.20,54103
88,1769523420.938469172,1769523420.938524961,2026-01-27T16:17:00.938469,2026-01-27T16:17:00.938525,55.79,64,192.168.10.20,54103
89,1769523420.941928387,1769523420.941979408,2026-01-27T16:17:00.941928,2026-01-27T16:17:00.941979,51.02,64,192.168.10.20,54103
90,1769523420.945323706,1769523420.945372343,2026-01-27T16:17:00.945324,2026-01-27T16:17:00.945372,48.64,64,192.168.10.20,54103
91,1769523420.948705196,1769523420.948765516,2026-01-27T16:17:00.948705,2026-01-27T16:17:00.948766,60.32,64,192.168.10.20,54103
92,1769523420.952132463,1769523420.952182055,2026-01-27T16:17:00.952132,2026-01-27T16:17:00.952182,49.59,64,192.168.10.20,54103
93,1769523420.955777168,1769523420.955829859,2026-01-27T16:17:00.955777,2026-01-27T16:17:00.955830,52.69,64,192.168.10.20,54103
94,1769523420.959246635,1769523420.959301710,2026-01-27T16:17:00.959247,2026-01-27T16:17:00.959302,55.07,64,192.168.10.20,54103
95,1769523420.962928534,1769523420.962985516,2026-01-27T16:17:00.962929,2026-01-27T16:17:00.962986,56.98,64,192.168.10.20,54103
96,1769523420.966621876,1769523420.966678619,2026-01-27T16:17:00.966622,2026-01-27T16:17:00.966679,56.74,64,192.168.10.20,54103
97,1769523420.970259666,1769523420.970312357,2026-01-27T16:17:00.970260,2026-01-27T16:17:00.970312,52.69,64,192.168.10.20,54103
98,1769523420.973722696,1769523420.973810434,2026-01-27T16:17:00.973723,2026-01-27T16:17:00.973810,87.74,64,192.168.10.20,54103
99,1769523420.977159023,1769523420.977213383,2026-01-27T16:17:00.977159,2026-01-27T16:17:00.977213,54.36,64,192.168.10.20,54103
100,1769523420.980564594,1769523420.980620861,2026-01-27T16:17:00.980565,2026-01-27T16:17:00.980621,56.27,64,192.168.10.20,54103
101,1769523420.983984470,1769523420.984032631,2026-01-27T16:17:00.983984,2026-01-27T16:17:00.984033,48.16,64,192.168.10.20,54103
102,1769523420.987411261,1769523420.987462997,2026-01-27T16:17:00.987411,2026-01-27T16:17:00.987463,51.74,64,192.168.10.20,54103
103,1769523420.990926743,1769523420.990976095,2026-01-27T16:17:00.990927,2026-01-27T16:17:00.990976,49.35,64,192.168.10.20,54103
104,1769523420.994614363,1769523420.994662046,2026-01-27T16:17:00.994614,2026-01-27T16:17:00.994662,47.68,64,192.168.10.20,54103
105,1769523420.998236179,1769523420.998285770,2026-01-27T16:17:00.998236,2026-01-27T16:17:00.998286,49.59,64,192.168.10.20,54103
106,1769523421.001794815,1769523421.001851797,2026-01-27T16:17:01.001795,2026-01-27T16:17:01.001852,56.98,64,192.168.10.20,54103
107,1769523421.005329370,1769523421.005382299,2026-01-27T16:17:01.005329,2026-01-27T16:17:01.005382,52.93,64,192.168.10.20,54103
108,1769523421.008786917,1769523421.008840799,2026-01-27T16:17:01.008787,2026-01-27T16:17:01.008841,53.88,64,192.168.10.20,54103
109,1769523421.012207985,1769523421.012252331,2026-01-27T16:17:01.012208,2026-01-27T16:17:01.012252,44.35,64,192.168.10.20,54103
110,1769523421.015638590,1769523421.015688658,2026-01-27T16:17:01.015639,2026-01-27T16:17:01.015689,50.07,64,192.168.10.20,54103
111,1769523421.019062519,1769523421.019114733,2026-01-27T16:17:01.019063,2026-01-27T16:17:01.019115,52.21,64,192.168.10.20,54103
112,1769523421.022596836,1769523421.022654772,2026-01-27T16:17:01.022597,2026-01-27T16:17:01.022655,57.94,64,192.168.10.20,54103
113,1769523421.026066065,1769523421.026129723,2026-01-27T16:17:01.026066,2026-01-27T16:17:01.026130,63.66,64,192.168.10.20,54103
114,1769523421.029678822,1769523421.029733896,2026-01-27T16:17:01.029679,2026-01-27T16:17:01.029734,55.07,64,192.168.10.20,54103
115,1769523421.033272743,1769523421.033327103,2026-01-27T16:17:01.033273,2026-01-27T16:17:01.033327,54.36,64,192.168.10.20,54103
116,1769523421.036931038,1769523421.036986351,2026-01-27T16:17:01.036931,2026-01-27T16:17:01.036986,55.31,64,192.168.10.20,54103
117,1769523421.040374756,1769523421.040426254,2026-01-27T16:17:01.040375,2026-01-27T16:17:01.040426,51.50,64,192.168.10.20,54103
118,1769523421.043842554,1769523421.043893576,2026-01-27T16:17:01.043843,2026-01-27T16:17:01.043894,51.02,64,192.168.10.20,54103
119,1769523421.047239065,1769523421.047289610,2026-01-27T16:17:01.047239,2026-01-27T16:17:01.047290,50.54,64,192.168.10.20,54103
120,1769523421.050638437,1769523421.050688505,2026-01-27T16:17:01.050638,2026-01-27T16:17:01.050689,50.07,64,192.168.10.20,54103
121,1769523421.054079294,1769523421.054125786,2026-01-27T16:17:01.054079,2026-01-27T16:17:01.054126,46.49,64,192.168.10.20,54103
122,1769523421.057591200,1769523421.057639360,2026-01-27T16:17:01.057591,2026-01-27T16:17:01.057639,48.16,64,192.168.10.20,54103
123,1769523421.061254740,1769523421.061322689,2026-01-27T16:17:01.061255,2026-01-27T16:17:01.061323,67.95,64,192.168.10.20,54103
124,1769523421.064918041,1769523421.064975262,2026-01-27T16:17:01.064918,2026-01-27T16:17:01.064975,57.22,64,192.168.10.20,54103
125,1769523421.068454742,1769523421.068508625,2026-01-27T16:17:01.068455,2026-01-27T16:17:01.068509,53.88,64,192.168.10.20,54103
126,1769523421.071971178,1769523421.072021484,2026-01-27T16:17:01.071971,2026-01-27T16:17:01.072021,50.31,64,192.168.10.20,54103
127,1769523421.075415611,1769523421.075471878,2026-01-27T16:17:01.075416,2026-01-27T16:17:01.075472,56.27,64,192.168.10.20,54103
128,1769523421.078786850,1769523421.078834057,2026-01-27T16:17:01.078787,2026-01-27T16:17:01.078834,47.21,64,192.168.10.20,54103
129,1769523421.082169294,1769523421.082222223,2026-01-27T16:17:01.082169,2026-01-27T16:17:01.082222,52.93,64,192.168.10.20,54103
130,1769523421.085605145,1769523421.085654259,2026-01-27T16:17:01.085605,2026-01-27T16:17:01.085654,49.11,64,192.168.10.20,54103
131,1769523421.089121580,1769523421.089172125,2026-01-27T16:17:01.089122,2026-01-27T16:17:01.089172,50.54,64,192.168.10.20,54103
132,1769523421.092564106,1769523421.092619181,2026-01-27T16:17:01.092564,2026-01-27T16:17:01.092619,55.07,64,192.168.10.20,54103
133,1769523421.095968008,1769523421.096014500,2026-01-27T16:17:01.095968,2026-01-27T16:17:01.096014,46.49,64,192.168.10.20,54103
134,1769523421.099551201,1769523421.099608660,2026-01-27T16:17:01.099551,2026-01-27T16:17:01.099609,57.46,64,192.168.10.20,54103
135,1769523421.103273869,1769523421.103337288,2026-01-27T16:17:01.103274,2026-01-27T16:17:01.103337,63.42,64,192.168.10.20,54103
136,1769523421.106788874,1769523421.106848955,2026-01-27T16:17:01.106789,2026-01-27T16:17:01.106849,60.08,64,192.168.10.20,54103
137,1769523421.110253334,1769523421.110303402,2026-01-27T16:17:01.110253,2026-01-27T16:17:01.110303,50.07,64,192.168.10.20,54103
138,1769523421.113701105,1769523421.113795042,2026-01-27T16:17:01.113701,2026-01-27T16:17:01.113795,93.94,64,192.168.10.20,54103
139,1769523421.117037058,1769523421.117092609,2026-01-27T16:17:01.117037,2026-01-27T16:17:01.117093,55.55,64,192.168.10.20,54103
140,1769523421.120480776,1769523421.120534420,2026-01-27T16:17:01.120481,2026-01-27T16:17:01.120534,53.64,64,192.168.10.20,54103
141,1769523421.124043941,1769523421.124100208,2026-01-27T16:17:01.124044,2026-01-27T16:17:01.124100,56.27,64,192.168.10.20,54103
142,1769523421.127532959,1769523421.127586842,2026-01-27T16:17:01.127533,2026-01-27T16:17:01.127587,53.88,64,192.168.10.20,54103
143,1769523421.131083250,1769523421.131135225,2026-01-27T16:17:01.131083,2026-01-27T16:17:01.131135,51.98,64,192.168.10.20,54103
144,1769523421.134658813,1769523421.134709358,2026-01-27T16:17:01.134659,2026-01-27T16:17:01.134709,50.54,64,192.168.10.20,54103
145,1769523421.138196945,1769523421.138247728,2026-01-27T16:17:01.138197,2026-01-27T16:17:01.138248,50.78,64,192.168.10.20,54103
146,1769523421.141627073,1769523421.141674042,2026-01-27T16:17:01.141627,2026-01-27T16:17:01.141674,46.97,64,192.168.10.20,54103
147,1769523421.145031452,1769523421.145081520,2026-01-27T16:17:01.145031,2026-01-27T16:17:01.145082,50.07,64,192.168.10.20,54103
148,1769523421.148412228,1769523421.148466110,2026-01-27T16:17:01.148412,2026-01-27T16:17:01.148466,53.88,64,192.168.10.20,54103
149,1769523421.151870489,1769523421.151918650,2026-01-27T16:17:01.151870,2026-01-27T16:17:01.151919,48.16,64,192.168.10.20,54103
150,1769523421.155366421,1769523421.155421019,2026-01-27T16:17:01.155366,2026-01-27T16:17:01.155421,54.60,64,192.168.10.20,54103
151,1769523421.158845901,1769523421.158894062,2026-01-27T16:17:01.158846,2026-01-27T16:17:01.158894,48.16,64,192.168.10.20,54103
152,1769523421.162396908,1769523421.162451267,2026-01-27T16:17:01.162397,2026-01-27T16:17:01.162451,54.36,64,192.168.10.20,54103
153,1769523421.165956259,1769523421.166006804,2026-01-27T16:17:01.165956,2026-01-27T16:17:01.166007,50.54,64,192.168.10.20,54103
154,1769523421.169651270,1769523421.169701576,2026-01-27T16:17:01.169651,2026-01-27T16:17:01.169702,50.31,64,192.168.10.20,54103
155,1769523421.173101664,1769523421.173158169,2026-01-27T16:17:01.173102,2026-01-27T16:17:01.173158,56.51,64,192.168.10.20,54103
156,1769523421.176562071,1769523421.176619291,2026-01-27T16:17:01.176562,2026-01-27T16:17:01.176619,57.22,64,192.168.10.20,54103
157,1769523421.179987669,1769523421.180035830,2026-01-27T16:17:01.179988,2026-01-27T16:17:01.180036,48.16,64,192.168.10.20,54103
158,1769523421.183389425,1769523421.183440208,2026-01-27T16:17:01.183389,2026-01-27T16:17:01.183440,50.78,64,192.168.10.20,54103
159,1769523421.186851740,1769523421.186906099,2026-01-27T16:17:01.186852,2026-01-27T16:17:01.186906,54.36,64,192.168.10.20,54103
160,1769523421.190403938,1769523421.190455437,2026-01-27T16:17:01.190404,2026-01-27T16:17:01.190455,51.50,64,192.168.10.20,54103
161,1769523421.193906784,1769523421.193961620,2026-01-27T16:17:01.193907,2026-01-27T16:17:01.193962,54.84,64,192.168.10.20,54103
162,1769523421.197542191,1769523421.197595596,2026-01-27T16:17:01.197542,2026-01-27T16:17:01.197596,53.41,64,192.168.10.20,54103
163,1769523421.201115131,1769523421.201168299,2026-01-27T16:17:01.201115,2026-01-27T16:17:01.201168,53.17,64,192.168.10.20,54103
164,1769523421.204658508,1769523421.204711914,2026-01-27T16:17:01.204659,2026-01-27T16:17:01.204712,53.41,64,192.168.10.20,54103
165,1769523421.208113432,1769523421.208163023,2026-01-27T16:17:01.208113,2026-01-27T16:17:01.208163,49.59,64,192.168.10.20,54103
166,1769523421.211539507,1769523421.211591721,2026-01-27T16:17:01.211540,2026-01-27T16:17:01.211592,52.21,64,192.168.10.20,54103
167,1769523421.214932680,1769523421.214983702,2026-01-27T16:17:01.214933,2026-01-27T16:17:01.214984,51.02,64,192.168.10.20,54103
168,1769523421.218341351,1769523421.218404293,2026-01-27T16:17:01.218341,2026-01-27T16:17:01.218404,62.94,64,192.168.10.20,54103
169,1769523421.221904039,1769523421.221959352,2026-01-27T16:17:01.221904,2026-01-27T16:17:01.221959,55.31,64,192.168.10.20,54103
170,1769523421.225405693,1769523421.225457907,2026-01-27T16:17:01.225406,2026-01-27T16:17:01.225458,52.21,64,192.168.10.20,54103
171,1769523421.228890896,1769523421.228948116,2026-01-27T16:17:01.228891,2026-01-27T16:17:01.228948,57.22,64,192.168.10.20,54103
172,1769523421.232496500,1769523421.232552767,2026-01-27T16:17:01.232497,2026-01-27T16:17:01.232553,56.27,64,192.168.10.20,54103
173,1769523421.236167669,1769523421.236220360,2026-01-27T16:17:01.236168,2026-01-27T16:17:01.236220,52.69,64,192.168.10.20,54103
174,1769523421.239735603,1769523421.239782810,2026-01-27T16:17:01.239736,2026-01-27T16:17:01.239783,47.21,64,192.168.10.20,54103
175,1769523421.243182898,1769523421.243237257,2026-01-27T16:17:01.243183,2026-01-27T16:17:01.243237,54.36,64,192.168.10.20,54103
176,1769523421.246592283,1769523421.246642113,2026-01-27T16:17:01.246592,2026-01-27T16:17:01.246642,49.83,64,192.168.10.20,54103
177,1769523421.249958992,1769523421.250006199,2026-01-27T16:17:01.249959,2026-01-27T16:17:01.250006,47.21,64,192.168.10.20,54103
178,1769523421.253522396,1769523421.253632784,2026-01-27T16:17:01.253522,2026-01-27T16:17:01.253633,110.39,64,192.168.10.20,54103
179,1769523421.257296324,1769523421.257411957,2026-01-27T16:17:01.257296,2026-01-27T16:17:01.257412,115.63,64,192.168.10.20,54103
180,1769523421.261263132,1769523421.261382818,2026-01-27T16:17:01.261263,2026-01-27T16:17:01.261383,119.69,64,192.168.10.20,54103
181,1769523421.265099525,1769523421.265211344,2026-01-27T16:17:01.265100,2026-01-27T16:17:01.265211,111.82,64,192.168.10.20,54103
182,1769523421.268994808,1769523421.269142389,2026-01-27T16:17:01.268995,2026-01-27T16:17:01.269142,147.58,64,192.168.10.20,54103
183,1769523421.272768021,1769523421.272886038,2026-01-27T16:17:01.272768,2026-01-27T16:17:01.272886,118.02,64,192.168.10.20,54103
184,1769523421.276471853,1769523421.276600122,2026-01-27T16:17:01.276472,2026-01-27T16:17:01.276600,128.27,64,192.168.10.20,54103
185,1769523421.280090570,1769523421.280170918,2026-01-27T16:17:01.280091,2026-01-27T16:17:01.280171,80.35,64,192.168.10.20,54103
186,1769523421.283538580,1769523421.283607483,2026-01-27T16:17:01.283539,2026-01-27T16:17:01.283607,68.90,64,192.168.10.20,54103
187,1769523421.287022591,1769523421.287081957,2026-01-27T16:17:01.287023,2026-01-27T16:17:01.287082,59.37,64,192.168.10.20,54103
188,1769523421.290612221,1769523421.290677309,2026-01-27T16:17:01.290612,2026-01-27T16:17:01.290677,65.09,64,192.168.10.20,54103
189,1769523421.294146061,1769523421.294209957,2026-01-27T16:17:01.294146,2026-01-27T16:17:01.294210,63.90,64,192.168.10.20,54103
190,1769523421.297670841,1769523421.297729969,2026-01-27T16:17:01.297671,2026-01-27T16:17:01.297730,59.13,64,192.168.10.20,54103
191,1769523421.301199436,1769523421.301260948,2026-01-27T16:17:01.301199,2026-01-27T16:17:01.301261,61.51,64,192.168.10.20,54103
192,1769523421.304784536,1769523421.304845333,2026-01-27T16:17:01.304785,2026-01-27T16:17:01.304845,60.80,64,192.168.10.20,54103
193,1769523421.308243752,1769523421.308302879,2026-01-27T16:17:01.308244,2026-01-27T16:17:01.308303,59.13,64,192.168.10.20,54103
194,1769523421.311738968,1769523421.311794996,2026-01-27T16:17:01.311739,2026-01-27T16:17:01.311795,56.03,64,192.168.10.20,54103
195,1769523421.315121651,1769523421.315176725,2026-01-27T16:17:01.315122,2026-01-27T16:17:01.315177,55.07,64,192.168.10.20,54103
196,1769523421.318599939,1769523421.318659782,2026-01-27T16:17:01.318600,2026-01-27T16:17:01.318660,59.84,64,192.168.10.20,54103
197,1769523421.322148085,1769523421.322205544,2026-01-27T16:17:01.322148,2026-01-27T16:17:01.322206,57.46,64,192.168.10.20,54103
198,1769523421.325625896,1769523421.325679064,2026-01-27T16:17:01.325626,2026-01-27T16:17:01.325679,53.17,64,192.168.10.20,54103
199,1769523421.329227924,1769523421.329286814,2026-01-27T16:17:01.329228,2026-01-27T16:17:01.329287,58.89,64,192.168.10.20,54103
200,1769523421.332786322,1769523421.332844496,2026-01-27T16:17:01.332786,2026-01-27T16:17:01.332844,58.17,64,192.168.10.20,54103
201,1769523421.336443901,1769523421.336498260,2026-01-27T16:17:01.336444,2026-01-27T16:17:01.336498,54.36,64,192.168.10.20,54103
