sequence,status,send_time_epoch,recv_time_epoch,send_time_iso,recv_time_iso,rtt_us,packet_size_bytes,from_ip,from_port,error
42,ok,1769499536.539013386,1769499536.539646149,2026-01-27T09:38:56.539013,2026-01-27T09:38:56.539646,632.76,64,192.168.10.30,5005,
43,ok,1769499536.542607069,1769499536.543242931,2026-01-27T09:38:56.542607,2026-01-27T09:38:56.543243,635.86,64,192.168.10.30,5005,
44,ok,1769499536.546155453,1769499536.546751261,2026-01-27T09:38:56.546155,2026-01-27T09:38:56.546751,595.81,64,192.168.10.30,5005,
45,ok,1769499536.549650669,1769499536.550200939,2026-01-27T09:38:56.549651,2026-01-27T09:38:56.550201,550.27,64,192.168.10.30,5005,
46,ok,1769499536.553034544,1769499536.553615332,2026-01-27T09:38:56.553035,2026-01-27T09:38:56.553615,580.79,64,192.168.10.30,5005,
47,ok,1769499536.556440115,1769499536.556987047,2026-01-27T09:38:56.556440,2026-01-27T09:38:56.556987,546.93,64,192.168.10.30,5005,
48,ok,1769499536.559787035,1769499536.560317516,2026-01-27T09:38:56.559787,2026-01-27T09:38:56.560318,530.48,64,192.168.10.30,5005,
49,ok,1769499536.563089848,1769499536.563648462,2026-01-27T09:38:56.563090,2026-01-27T09:38:56.563648,558.61,64,192.168.10.30,5005,
50,ok,1769499536.566507339,1769499536.567046881,2026-01-27T09:38:56.566507,2026-01-27T09:38:56.567047,539.54,64,192.168.10.30,5005,
51,ok,1769499536.570048332,1769499536.570704460,2026-01-27T09:38:56.570048,2026-01-27T09:38:56.570704,656.13,64,192.168.10.30,5005,
52,ok,1769499536.573892832,1769499536.574693680,2026-01-27T09:38:56.573893,2026-01-27T09:38:56.574694,800.85,64,192.168.10.30,5005,
53,ok,1769499536.577641010,1769499536.578291655,2026-01-27T09:38:56.577641,2026-01-27T09:38:56.578292,650.64,64,192.168.10.30,5005,
54,ok,1769499536.581259966,1769499536.581945658,2026-01-27T09:38:56.581260,2026-01-27T09:38:56.581946,685.69,64,192.168.10.30,5005,
55,ok,1769499536.584908724,1769499536.585465908,2026-01-27T09:38:56.584909,2026-01-27T09:38:56.585466,557.18,64,192.168.10.30,5005,
56,ok,1769499536.588348389,1769499536.588945866,2026-01-27T09:38:56.588348,2026-01-27T09:38:56.588946,597.48,64,192.168.10.30,5005,
57,ok,1769499536.591773987,1769499536.592324257,2026-01-27T09:38:56.591774,2026-01-27T09:38:56.592324,550.27,64,192.168.10.30,5005,
58,ok,1769499536.595089436,1769499536.595619917,2026-01-27T09:38:56.595089,2026-01-27T09:38:56.595620,530.48,64,192.168.10.30,5005,
59,ok,1769499536.598425150,1769499536.598983049,2026-01-27T09:38:56.598425,2026-01-27T09:38:56.598983,557.90,64,192.168.10.30,5005,
60,ok,1769499536.601807594,1769499536.602388382,2026-01-27T09:38:56.601808,2026-01-27T09:38:56.602388,580.79,64,192.168.10.30,5005,
61,ok,1769499536.605222702,1769499536.605829716,2026-01-27T09:38:56.605223,2026-01-27T09:38:56.605830,607.01,64,192.168.10.30,5005,
62,ok,1769499536.608711958,1769499536.609518528,2026-01-27T09:38:56.608712,2026-01-27T09:38:56.609519,806.57,64,192.168.10.30,5005,
63,ok,1769499536.612587214,1769499536.613275766,2026-01-27T09:38:56.612587,2026-01-27T09:38:56.613276,688.55,64,192.168.10.30,5005,
64,ok,1769499536.616213560,1769499536.616870403,2026-01-27T09:38:56.616214,2026-01-27T09:38:56.616870,656.84,64,192.168.10.30,5005,
65,ok,1769499536.619867802,1769499536.620449781,2026-01-27T09:38:56.619868,2026-01-27T09:38:56.620450,581.98,64,192.168.10.30,5005,
66,ok,1769499536.623267174,1769499536.623895884,2026-01-27T09:38:56.623267,2026-01-27T09:38:56.623896,628.71,64,192.168.10.30,5005,
67,ok,1769499536.626763582,1769499536.627275467,2026-01-27T09:38:56.626764,2026-01-27T09:38:56.627275,511.88,64,192.168.10.30,5005,
68,ok,1769499536.630137682,1769499536.630698442,2026-01-27T09:38:56.630138,2026-01-27T09:38:56.630698,560.76,64,192.168.10.30,5005,
69,ok,1769499536.633593321,1769499536.634181023,2026-01-27T09:38:56.633593,2026-01-27T09:38:56.634181,587.70,64,192.168.10.30,5005,
70,ok,1769499536.637013435,1769499536.637563467,2026-01-27T09:38:56.637013,2026-01-27T09:38:56.637563,550.03,64,192.168.10.30,5005,
71,ok,1769499536.640405416,1769499536.640963554,2026-01-27T09:38:56.640405,2026-01-27T09:38:56.640964,558.14,64,192.168.10.30,5005,
72,ok,1769499536.643806219,1769499536.644361496,2026-01-27T09:38:56.643806,2026-01-27T09:38:56.644361,555.28,64,192.168.10.30,5005,
73,ok,1769499536.647190332,1769499536.647748947,2026-01-27T09:38:56.647190,2026-01-27T09:38:56.647749,558.61,64,192.168.10.30,5005,
74,ok,1769499536.650590420,1769499536.651138306,2026-01-27T09:38:56.650590,2026-01-27T09:38:56.651138,547.89,64,192.168.10.30,5005,
75,ok,1769499536.653977394,1769499536.654557228,2026-01-27T09:38:56.653977,2026-01-27T09:38:56.654557,579.83,64,192.168.10.30,5005,
76,ok,1769499536.657390118,1769499536.657955170,2026-01-27T09:38:56.657390,2026-01-27T09:38:56.657955,565.05,64,192.168.10.30,5005,
77,ok,1769499536.660800695,1769499536.661374807,2026-01-27T09:38:56.660801,2026-01-27T09:38:56.661375,574.11,64,192.168.10.30,5005,
78,ok,1769499536.664222240,1769499536.664773464,2026-01-27T09:38:56.664222,2026-01-27T09:38:56.664773,551.22,64,192.168.10.30,5005,
79,ok,1769499536.667630672,1769499536.668206692,2026-01-27T09:38:56.667631,2026-01-27T09:38:56.668207,576.02,64,192.168.10.30,5005,
80,ok,1769499536.671071768,1769499536.671637535,2026-01-27T09:38:56.671072,2026-01-27T09:38:56.671638,565.77,64,192.168.10.30,5005,
81,ok,1769499536.674597263,1769499536.675270319,2026-01-27T09:38:56.674597,2026-01-27T09:38:56.675270,673.06,64,192.168.10.30,5005,
82,ok,1769499536.678243399,1769499536.678846359,2026-01-27T09:38:56.678243,2026-01-27T09:38:56.678846,602.96,64,192.168.10.30,5005,
83,ok,1769499536.681803465,1769499536.682427168,2026-01-27T09:38:56.681803,2026-01-27T09:38:56.682427,623.70,64,192.168.10.30,5005,
84,ok,1769499536.685219049,1769499536.685794115,2026-01-27T09:38:56.685219,2026-01-27T09:38:56.685794,575.07,64,192.168.10.30,5005,
85,ok,1769499536.688600063,1769499536.689232111,2026-01-27T09:38:56.688600,2026-01-27T09:38:56.689232,632.05,64,192.168.10.30,5005,
86,ok,1769499536.692189932,1769499536.692790985,2026-01-27T09:38:56.692190,2026-01-27T09:38:56.692791,601.05,64,192.168.10.30,5005,
87,ok,1769499536.695690870,1769499536.696301222,2026-01-27T09:38:56.695691,2026-01-27T09:38:56.696301,610.35,64,192.168.10.30,5005,
88,ok,1769499536.699239969,1769499536.699884176,2026-01-27T09:38:56.699240,2026-01-27T09:38:56.699884,644.21,64,192.168.10.30,5005,
89,ok,1769499536.702795744,1769499536.703455210,2026-01-27T09:38:56.702796,2026-01-27T09:38:56.703455,659.47,64,192.168.10.30,5005,
90,ok,1769499536.706374645,1769499536.707019806,2026-01-27T09:38:56.706375,2026-01-27T09:38:56.707020,645.16,64,192.168.10.30,5005,
91,ok,1769499536.709909678,1769499536.710490465,2026-01-27T09:38:56.709910,2026-01-27T09:38:56.710490,580.79,64,192.168.10.30,5005,
92,ok,1769499536.713332176,1769499536.713936329,2026-01-27T09:38:56.713332,2026-01-27T09:38:56.713936,604.15,64,192.168.10.30,5005,
93,ok,1769499536.716797590,1769499536.717326403,2026-01-27T09:38:56.716798,2026-01-27T09:38:56.717326,528.81,64,192.168.10.30,5005,
94,ok,1769499536.720197678,1769499536.720775127,2026-01-27T09:38:56.720198,2026-01-27T09:38:56.720775,577.45,64,192.168.10.30,5005,
95,ok,1769499536.723602772,1769499536.724176645,2026-01-27T09:38:56.723603,2026-01-27T09:38:56.724177,573.87,64,192.168.10.30,5005,
96,ok,1769499536.727061987,1769499536.727705002,2026-01-27T09:38:56.727062,2026-01-27T09:38:56.727705,643.01,64,192.168.10.30,5005,
97,ok,1769499536.730648279,1769499536.731282473,2026-01-27T09:38:56.730648,2026-01-27T09:38:56.731282,634.19,64,192.168.10.30,5005,
98,ok,1769499536.734210730,1769499536.734917879,2026-01-27T09:38:56.734211,2026-01-27T09:38:56.734918,707.15,64,192.168.10.30,5005,
99,ok,1769499536.737936974,1769499536.738648415,2026-01-27T09:38:56.737937,2026-01-27T09:38:56.738648,711.44,64,192.168.10.30,5005,
100,ok,1769499536.741692305,1769499536.742386341,2026-01-27T09:38:56.741692,2026-01-27T09:38:56.742386,694.04,64,192.168.10.30,5005,
101,ok,1769499536.745403767,1769499536.746138334,2026-01-27T09:38:56.745404,2026-01-27T09:38:56.746138,734.57,64,192.168.10.30,5005,
102,ok,1769499536.749198437,1769499536.749795914,2026-01-27T09:38:56.749198,2026-01-27T09:38:56.749796,597.48,64,192.168.10.30,5005,
103,ok,1769499536.752676010,1769499536.753275871,2026-01-27T09:38:56.752676,2026-01-27T09:38:56.753276,599.86,64,192.168.10.30,5005,
104,ok,1769499536.756137609,1769499536.756691933,2026-01-27T09:38:56.756138,2026-01-27T09:38:56.756692,554.32,64,192.168.10.30,5005,
105,ok,1769499536.759535313,1769499536.760156870,2026-01-27T09:38:56.759535,2026-01-27T09:38:56.760157,621.56,64,192.168.10.30,5005,
106,ok,1769499536.763044596,1769499536.763614178,2026-01-27T09:38:56.763045,2026-01-27T09:38:56.763614,569.58,64,192.168.10.30,5005,
107,ok,1769499536.766467810,1769499536.767084599,2026-01-27T09:38:56.766468,2026-01-27T09:38:56.767085,616.79,64,192.168.10.30,5005,
108,ok,1769499536.769968033,1769499536.770592451,2026-01-27T09:38:56.769968,2026-01-27T09:38:56.770592,624.42,64,192.168.10.30,5005,
109,ok,1769499536.773483992,1769499536.774112225,2026-01-27T09:38:56.773484,2026-01-27T09:38:56.774112,628.23,64,192.168.10.30,5005,
110,ok,1769499536.777006865,1769499536.777656078,2026-01-27T09:38:56.777007,2026-01-27T09:38:56.777656,649.21,64,192.168.10.30,5005,
111,ok,1769499536.780643225,1769499536.781333923,2026-01-27T09:38:56.780643,2026-01-27T09:38:56.781334,690.70,64,192.168.10.30,5005,
112,ok,1769499536.784287930,1769499536.784963608,2026-01-27T09:38:56.784288,2026-01-27T09:38:56.784964,675.68,64,192.168.10.30,5005,
113,ok,1769499536.787979841,1769499536.788601398,2026-01-27T09:38:56.787980,2026-01-27T09:38:56.788601,621.56,64,192.168.10.30,5005,
114,ok,1769499536.791443825,1769499536.792047262,2026-01-27T09:38:56.791444,2026-01-27T09:38:56.792047,603.44,64,192.168.10.30,5005,
115,ok,1769499536.794952869,1769499536.795645714,2026-01-27T09:38:56.794953,2026-01-27T09:38:56.795646,692.84,64,192.168.10.30,5005,
116,ok,1769499536.798584938,1769499536.799158573,2026-01-27T09:38:56.798585,2026-01-27T09:38:56.799159,573.64,64,192.168.10.30,5005,
117,ok,1769499536.802012682,1769499536.802551985,2026-01-27T09:38:56.802013,2026-01-27T09:38:56.802552,539.30,64,192.168.10.30,5005,
118,ok,1769499536.805362225,1769499536.805910826,2026-01-27T09:38:56.805362,2026-01-27T09:38:56.805911,548.60,64,192.168.10.30,5005,
119,ok,1769499536.808785677,1769499536.809406757,2026-01-27T09:38:56.808786,2026-01-27T09:38:56.809407,621.08,64,192.168.10.30,5005,
120,ok,1769499536.812305927,1769499536.812909126,2026-01-27T09:38:56.812306,2026-01-27T09:38:56.812909,603.20,64,192.168.10.30,5005,
121,ok,1769499536.815794468,1769499536.816430330,2026-01-27T09:38:56.815794,2026-01-27T09:38:56.816430,635.86,64,192.168.10.30,5005,
122,ok,1769499536.819384575,1769499536.820035696,2026-01-27T09:38:56.819385,2026-01-27T09:38:56.820036,651.12,64,192.168.10.30,5005,
123,ok,1769499536.822992086,1769499536.823574066,2026-01-27T09:38:56.822992,2026-01-27T09:38:56.823574,581.98,64,192.168.10.30,5005,
124,ok,1769499536.826438427,1769499536.827142715,2026-01-27T09:38:56.826438,2026-01-27T09:38:56.827143,704.29,64,192.168.10.30,5005,
125,ok,1769499536.830047131,1769499536.830661774,2026-01-27T09:38:56.830047,2026-01-27T09:38:56.830662,614.64,64,192.168.10.30,5005,
126,ok,1769499536.833585501,1769499536.834136486,2026-01-27T09:38:56.833586,2026-01-27T09:38:56.834136,550.99,64,192.168.10.30,5005,
127,ok,1769499536.836979628,1769499536.837579012,2026-01-27T09:38:56.836980,2026-01-27T09:38:56.837579,599.38,64,192.168.10.30,5005,
128,ok,1769499536.840422630,1769499536.841016054,2026-01-27T09:38:56.840423,2026-01-27T09:38:56.841016,593.42,64,192.168.10.30,5005,
129,ok,1769499536.843910694,1769499536.844580173,2026-01-27T09:38:56.843911,2026-01-27T09:38:56.844580,669.48,64,192.168.10.30,5005,
130,ok,1769499536.847593069,1769499536.848277330,2026-01-27T09:38:56.847593,2026-01-27T09:38:56.848277,684.26,64,192.168.10.30,5005,
131,ok,1769499536.851182222,1769499536.851832390,2026-01-27T09:38:56.851182,2026-01-27T09:38:56.851832,650.17,64,192.168.10.30,5005,
132,ok,1769499536.854755878,1769499536.855403662,2026-01-27T09:38:56.854756,2026-01-27T09:38:56.855404,647.78,64,192.168.10.30,5005,
133,ok,1769499536.858294010,1769499536.858960867,2026-01-27T09:38:56.858294,2026-01-27T09:38:56.858961,666.86,64,192.168.10.30,5005,
134,ok,1769499536.861977100,1769499536.862722397,2026-01-27T09:38:56.861977,2026-01-27T09:38:56.862722,745.30,64,192.168.10.30,5005,
135,ok,1769499536.865745783,1769499536.866442442,2026-01-27T09:38:56.865746,2026-01-27T09:38:56.866442,696.66,64,192.168.10.30,5005,
136,ok,1769499536.869319916,1769499536.869958162,2026-01-27T09:38:56.869320,2026-01-27T09:38:56.869958,638.25,64,192.168.10.30,5005,
137,ok,1769499536.872819662,1769499536.873467922,2026-01-27T09:38:56.872820,2026-01-27T09:38:56.873468,648.26,64,192.168.10.30,5005,
138,ok,1769499536.876301765,1769499536.876882076,2026-01-27T09:38:56.876302,2026-01-27T09:38:56.876882,580.31,64,192.168.10.30,5005,
139,ok,1769499536.879700184,1769499536.880306005,2026-01-27T09:38:56.879700,2026-01-27T09:38:56.880306,605.82,64,192.168.10.30,5005,
140,ok,1769499536.883086681,1769499536.883714676,2026-01-27T09:38:56.883087,2026-01-27T09:38:56.883715,627.99,64,192.168.10.30,5005,
141,ok,1769499536.886584997,1769499536.887226343,2026-01-27T09:38:56.886585,2026-01-27T09:38:56.887226,641.35,64,192.168.10.30,5005,
142,ok,1769499536.890106440,1769499536.890715361,2026-01-27T09:38:56.890106,2026-01-27T09:38:56.890715,608.92,64,192.168.10.30,5005,
143,ok,1769499536.893628836,1769499536.894277573,2026-01-27T09:38:56.893629,2026-01-27T09:38:56.894278,648.74,64,192.168.10.30,5005,
144,ok,1769499536.897203922,1769499536.897881508,2026-01-27T09:38:56.897204,2026-01-27T09:38:56.897882,677.59,64,192.168.10.30,5005,
145,ok,1769499536.900820494,1769499536.901465416,2026-01-27T09:38:56.900820,2026-01-27T09:38:56.901465,644.92,64,192.168.10.30,5005,
146,ok,1769499536.904327869,1769499536.904960155,2026-01-27T09:38:56.904328,2026-01-27T09:38:56.904960,632.29,64,192.168.10.30,5005,
147,ok,1769499536.907795668,1769499536.908385277,2026-01-27T09:38:56.907796,2026-01-27T09:38:56.908385,589.61,64,192.168.10.30,5005,
148,ok,1769499536.911149502,1769499536.911727667,2026-01-27T09:38:56.911150,2026-01-27T09:38:56.911728,578.17,64,192.168.10.30,5005,
149,ok,1769499536.914557219,1769499536.915153265,2026-01-27T09:38:56.914557,2026-01-27T09:38:56.915153,596.05,64,192.168.10.30,5005,
150,ok,1769499536.917997837,1769499536.918575764,2026-01-27T09:38:56.917998,2026-01-27T09:38:56.918576,577.93,64,192.168.10.30,5005,
151,ok,1769499536.921439409,1769499536.922029257,2026-01-27T09:38:56.921439,2026-01-27T09:38:56.922029,589.85,64,192.168.10.30,5005,
152,ok,1769499536.924926281,1769499536.925608873,2026-01-27T09:38:56.924926,2026-01-27T09:38:56.925609,682.59,64,192.168.10.30,5005,
153,ok,1769499536.928593159,1769499536.929308176,2026-01-27T09:38:56.928593,2026-01-27T09:38:56.929308,715.02,64,192.168.10.30,5005,
154,ok,1769499536.932251692,1769499536.932868242,2026-01-27T09:38:56.932252,2026-01-27T09:38:56.932868,616.55,64,192.168.10.30,5005,
155,ok,1769499536.935721874,1769499536.936301708,2026-01-27T09:38:56.935722,2026-01-27T09:38:56.936302,579.83,64,192.168.10.30,5005,
156,ok,1769499536.939097166,1769499536.939693928,2026-01-27T09:38:56.939097,2026-01-27T09:38:56.939694,596.76,64,192.168.10.30,5005,
157,ok,1769499536.942566872,1769499536.943157196,2026-01-27T09:38:56.942567,2026-01-27T09:38:56.943157,590.32,64,192.168.10.30,5005,
158,ok,1769499536.945976734,1769499536.946554184,2026-01-27T09:38:56.945977,2026-01-27T09:38:56.946554,577.45,64,192.168.10.30,5005,
159,ok,1769499536.949381351,1769499536.949985981,2026-01-27T09:38:56.949381,2026-01-27T09:38:56.949986,604.63,64,192.168.10.30,5005,
160,ok,1769499536.952873945,1769499536.953497410,2026-01-27T09:38:56.952874,2026-01-27T09:38:56.953497,623.46,64,192.168.10.30,5005,
161,ok,1769499536.956383228,1769499536.957009554,2026-01-27T09:38:56.956383,2026-01-27T09:38:56.957010,626.33,64,192.168.10.30,5005,
162,ok,1769499536.959964275,1769499536.960659504,2026-01-27T09:38:56.959964,2026-01-27T09:38:56.960660,695.23,64,192.168.10.30,5005,
163,ok,1769499536.963579178,1769499536.964177132,2026-01-27T09:38:56.963579,2026-01-27T09:38:56.964177,597.95,64,192.168.10.30,5005,
164,ok,1769499536.967005968,1769499536.967611313,2026-01-27T09:38:56.967006,2026-01-27T09:38:56.967611,605.34,64,192.168.10.30,5005,
165,ok,1769499536.970468521,1769499536.971078157,2026-01-27T09:38:56.970469,2026-01-27T09:38:56.971078,609.64,64,192.168.10.30,5005,
166,ok,1769499536.973907232,1769499536.974560976,2026-01-27T09:38:56.973907,2026-01-27T09:38:56.974561,653.74,64,192.168.10.30,5005,
167,ok,1769499536.977374554,1769499536.977962971,2026-01-27T09:38:56.977375,2026-01-27T09:38:56.977963,588.42,64,192.168.10.30,5005,
168,ok,1769499536.980798960,1769499536.981448174,2026-01-27T09:38:56.980799,2026-01-27T09:38:56.981448,649.21,64,192.168.10.30,5005,
169,ok,1769499536.984325171,1769499536.984933376,2026-01-27T09:38:56.984325,2026-01-27T09:38:56.984933,608.21,64,192.168.10.30,5005,
170,ok,1769499536.987841368,1769499536.988500118,2026-01-27T09:38:56.987841,2026-01-27T09:38:56.988500,658.75,64,192.168.10.30,5005,
171,ok,1769499536.991417408,1769499536.992063522,2026-01-27T09:38:56.991417,2026-01-27T09:38:56.992064,646.11,64,192.168.10.30,5005,
172,ok,1769499536.995056629,1769499536.995796204,2026-01-27T09:38:56.995057,2026-01-27T09:38:56.995796,739.57,64,192.168.10.30,5005,
173,ok,1769499536.998717546,1769499536.999343634,2026-01-27T09:38:56.998718,2026-01-27T09:38:56.999344,626.09,64,192.168.10.30,5005,
174,ok,1769499537.002204180,1769499537.002823591,2026-01-27T09:38:57.002204,2026-01-27T09:38:57.002824,619.41,64,192.168.10.30,5005,
175,ok,1769499537.005716562,1769499537.006394863,2026-01-27T09:38:57.005717,2026-01-27T09:38:57.006395,678.30,64,192.168.10.30,5005,
176,ok,1769499537.009210825,1769499537.009814978,2026-01-27T09:38:57.009211,2026-01-27T09:38:57.009815,604.15,64,192.168.10.30,5005,
177,ok,1769499537.012639523,1769499537.013272524,2026-01-27T09:38:57.012640,2026-01-27T09:38:57.013273,633.00,64,192.168.10.30,5005,
178,ok,1769499537.016110420,1769499537.016726732,2026-01-27T09:38:57.016110,2026-01-27T09:38:57.016727,616.31,64,192.168.10.30,5005,
179,ok,1769499537.019604683,1769499537.020221710,2026-01-27T09:38:57.019605,2026-01-27T09:38:57.020222,617.03,64,192.168.10.30,5005,
180,ok,1769499537.023050785,1769499537.023682594,2026-01-27T09:38:57.023051,2026-01-27T09:38:57.023683,631.81,64,192.168.10.30,5005,
181,ok,1769499537.026661396,1769499537.027331591,2026-01-27T09:38:57.026661,2026-01-27T09:38:57.027332,670.19,64,192.168.10.30,5005,
182,ok,1769499537.030238152,1769499537.030905008,2026-01-27T09:38:57.030238,2026-01-27T09:38:57.030905,666.86,64,192.168.10.30,5005,
183,ok,1769499537.033758163,1769499537.034377098,2026-01-27T09:38:57.033758,2026-01-27T09:38:57.034377,618.93,64,192.168.10.30,5005,
184,ok,1769499537.037223101,1769499537.037841558,2026-01-27T09:38:57.037223,2026-01-27T09:38:57.037842,618.46,64,192.168.10.30,5005,
185,ok,1769499537.040672779,1769499537.041275024,2026-01-27T09:38:57.040673,2026-01-27T09:38:57.041275,602.25,64,192.168.10.30,5005,
186,ok,1769499537.044103384,1769499537.044688463,2026-01-27T09:38:57.044103,2026-01-27T09:38:57.044688,585.08,64,192.168.10.30,5005,
187,ok,1769499537.047546387,1769499537.048157215,2026-01-27T09:38:57.047546,2026-01-27T09:38:57.048157,610.83,64,192.168.10.30,5005,
188,ok,1769499537.051003695,1769499537.051618814,2026-01-27T09:38:57.051004,2026-01-27T09:38:57.051619,615.12,64,192.168.10.30,5005,
189,ok,1769499537.054578543,1769499537.055225372,2026-01-27T09:38:57.054579,2026-01-27T09:38:57.055225,646.83,64,192.168.10.30,5005,
190,ok,1769499537.058180571,1769499537.058880806,2026-01-27T09:38:57.058181,2026-01-27T09:38:57.058881,700.24,64,192.168.10.30,5005,
191,ok,1769499537.061883926,1769499537.062603235,2026-01-27T09:38:57.061884,2026-01-27T09:38:57.062603,719.31,64,192.168.10.30,5005,
192,ok,1769499537.065508604,1769499537.066144705,2026-01-27T09:38:57.065509,2026-01-27T09:38:57.066145,636.10,64,192.168.10.30,5005,
