sequence,status,send_time_epoch,recv_time_epoch,send_time_iso,recv_time_iso,rtt_us,packet_size_bytes,from_ip,from_port,error
71,ok,1769523420.880744457,1769523420.881317616,2026-01-27T16:17:00.880744,2026-01-27T16:17:00.881318,573.16,64,192.168.10.30,5005,
72,ok,1769523420.884124279,1769523420.884706020,2026-01-27T16:17:00.884124,2026-01-27T16:17:00.884706,581.74,64,192.168.10.30,5005,
73,ok,1769523420.887521982,1769523420.888132095,2026-01-27T16:17:00.887522,2026-01-27T16:17:00.888132,610.11,64,192.168.10.30,5005,
74,ok,1769523420.891055346,1769523420.891689301,2026-01-27T16:17:00.891055,2026-01-27T16:17:00.891689,633.96,64,192.168.10.30,5005,
75,ok,1769523420.894573450,1769523420.895153522,2026-01-27T16:17:00.894573,2026-01-27T16:17:00.895154,580.07,64,192.168.10.30,5005,
76,ok,1769523420.897967339,1769523420.898605347,2026-01-27T16:17:00.897967,2026-01-27T16:17:00.898605,638.01,64,192.168.10.30,5005,
77,ok,1769523420.901556492,1769523420.902274609,2026-01-27T16:17:00.901556,2026-01-27T16:17:00.902275,718.12,64,192.168.10.30,5005,
78,ok,1769523420.905230761,1769523420.905876398,2026-01-27T16:17:00.905231,2026-01-27T16:17:00.905876,645.64,64,192.168.10.30,5005,
79,ok,1769523420.908725739,1769523420.909351349,2026-01-27T16:17:00.908726,2026-01-27T16:17:00.909351,625.61,64,192.168.10.30,5005,
80,ok,1769523420.912192822,1769523420.912791252,2026-01-27T16:17:00.912193,2026-01-27T16:17:00.912791,598.43,64,192.168.10.30,5005,
81,ok,1769523420.915608883,1769523420.916193962,2026-01-27T16:17:00.915609,2026-01-27T16:17:00.916194,585.08,64,192.168.10.30,5005,
82,ok,1769523420.918965101,1769523420.919575214,2026-01-27T16:17:00.918965,2026-01-27T16:17:00.919575,610.11,64,192.168.10.30,5005,
83,ok,1769523420.922396660,1769523420.923006535,2026-01-27T16:17:00.922397,2026-01-27T16:17:00.923007,609.87,64,192.168.10.30,5005,
84,ok,1769523420.925930738,1769523420.926554203,2026-01-27T16:17:00.925931,2026-01-27T16:17:00.926554,623.46,64,192.168.10.30,5005,
85,ok,1769523420.929610729,1769523420.930241346,2026-01-27T16:17:00.929611,2026-01-27T16:17:00.930241,630.62,64,192.168.10.30,5005,
86,ok,1769523420.933257580,1769523420.933938980,2026-01-27T16:17:00.933258,2026-01-27T16:17:00.933939,681.40,64,192.168.10.30,5005,
87,ok,1769523420.936829329,1769523420.937511206,2026-01-27T16:17:00.936829,2026-01-27T16:17:00.937511,681.88,64,192.168.10.30,5005,
88,ok,1769523420.940423250,1769523420.941040277,2026-01-27T16:17:00.940423,2026-01-27T16:17:00.941040,617.03,64,192.168.10.30,5005,
89,ok,1769523420.943862677,1769523420.944502354,2026-01-27T16:17:00.943863,2026-01-27T16:17:00.944502,639.68,64,192.168.10.30,5005,
90,ok,1769523420.947290421,1769523420.947860718,2026-01-27T16:17:00.947290,2026-01-27T16:17:00.947861,570.30,64,192.168.10.30,5005,
91,ok,1769523420.950668335,1769523420.951260328,2026-01-27T16:17:00.950668,2026-01-27T16:17:00.951260,591.99,64,192.168.10.30,5005,
92,ok,1769523420.954080820,1769523420.954675674,2026-01-27T16:17:00.954081,2026-01-27T16:17:00.954676,594.85,64,192.168.10.30,5005,
93,ok,1769523420.957690477,1769523420.958317995,2026-01-27T16:17:00.957690,2026-01-27T16:17:00.958318,627.52,64,192.168.10.30,5005,
94,ok,1769523420.961191177,1769523420.961982012,2026-01-27T16:17:00.961191,2026-01-27T16:17:00.961982,790.83,64,192.168.10.30,5005,
95,ok,1769523420.964859486,1769523420.965533733,2026-01-27T16:17:00.964859,2026-01-27T16:17:00.965534,674.25,64,192.168.10.30,5005,
96,ok,1769523420.968498707,1769523420.969270468,2026-01-27T16:17:00.968499,2026-01-27T16:17:00.969270,771.76,64,192.168.10.30,5005,
97,ok,1769523420.972206831,1769523420.972839832,2026-01-27T16:17:00.972207,2026-01-27T16:17:00.972840,633.00,64,192.168.10.30,5005,
98,ok,1769523420.975687742,1769523420.976339340,2026-01-27T16:17:00.975688,2026-01-27T16:17:00.976339,651.60,64,192.168.10.30,5005,
99,ok,1769523420.979118824,1769523420.979720116,2026-01-27T16:17:00.979119,2026-01-27T16:17:00.979720,601.29,64,192.168.10.30,5005,
100,ok,1769523420.982532501,1769523420.983117104,2026-01-27T16:17:00.982533,2026-01-27T16:17:00.983117,584.60,64,192.168.10.30,5005,
101,ok,1769523420.985932589,1769523420.986488342,2026-01-27T16:17:00.985933,2026-01-27T16:17:00.986488,555.75,64,192.168.10.30,5005,
102,ok,1769523420.989341736,1769523420.989947081,2026-01-27T16:17:00.989342,2026-01-27T16:17:00.989947,605.34,64,192.168.10.30,5005,
103,ok,1769523420.992870092,1769523420.993456841,2026-01-27T16:17:00.992870,2026-01-27T16:17:00.993457,586.75,64,192.168.10.30,5005,
104,ok,1769523420.996541023,1769523420.997157574,2026-01-27T16:17:00.996541,2026-01-27T16:17:00.997158,616.55,64,192.168.10.30,5005,
105,ok,1769523421.000137329,1769523421.000818491,2026-01-27T16:17:01.000137,2026-01-27T16:17:01.000818,681.16,64,192.168.10.30,5005,
106,ok,1769523421.003692150,1769523421.004399300,2026-01-27T16:17:01.003692,2026-01-27T16:17:01.004399,707.15,64,192.168.10.30,5005,
107,ok,1769523421.007287979,1769523421.007903814,2026-01-27T16:17:01.007288,2026-01-27T16:17:01.007904,615.84,64,192.168.10.30,5005,
108,ok,1769523421.010744095,1769523421.011400461,2026-01-27T16:17:01.010744,2026-01-27T16:17:01.011400,656.37,64,192.168.10.30,5005,
109,ok,1769523421.014186382,1769523421.014742851,2026-01-27T16:17:01.014186,2026-01-27T16:17:01.014743,556.47,64,192.168.10.30,5005,
110,ok,1769523421.017609358,1769523421.018191576,2026-01-27T16:17:01.017609,2026-01-27T16:17:01.018192,582.22,64,192.168.10.30,5005,
111,ok,1769523421.021000147,1769523421.021589518,2026-01-27T16:17:01.021000,2026-01-27T16:17:01.021590,589.37,64,192.168.10.30,5005,
112,ok,1769523421.024524212,1769523421.025141954,2026-01-27T16:17:01.024524,2026-01-27T16:17:01.025142,617.74,64,192.168.10.30,5005,
113,ok,1769523421.028033495,1769523421.028698921,2026-01-27T16:17:01.028033,2026-01-27T16:17:01.028699,665.43,64,192.168.10.30,5005,
114,ok,1769523421.031605005,1769523421.032286406,2026-01-27T16:17:01.031605,2026-01-27T16:17:01.032286,681.40,64,192.168.10.30,5005,
115,ok,1769523421.035173893,1769523421.035887003,2026-01-27T16:17:01.035174,2026-01-27T16:17:01.035887,713.11,64,192.168.10.30,5005,
116,ok,1769523421.038837671,1769523421.039496660,2026-01-27T16:17:01.038838,2026-01-27T16:17:01.039497,658.99,64,192.168.10.30,5005,
117,ok,1769523421.042345762,1769523421.042971373,2026-01-27T16:17:01.042346,2026-01-27T16:17:01.042971,625.61,64,192.168.10.30,5005,
118,ok,1769523421.045801163,1769523421.046408653,2026-01-27T16:17:01.045801,2026-01-27T16:17:01.046409,607.49,64,192.168.10.30,5005,
119,ok,1769523421.049213409,1769523421.049787045,2026-01-27T16:17:01.049213,2026-01-27T16:17:01.049787,573.64,64,192.168.10.30,5005,
120,ok,1769523421.052603483,1769523421.053198576,2026-01-27T16:17:01.052603,2026-01-27T16:17:01.053199,595.09,64,192.168.10.30,5005,
121,ok,1769523421.056015015,1769523421.056610823,2026-01-27T16:17:01.056015,2026-01-27T16:17:01.056611,595.81,64,192.168.10.30,5005,
122,ok,1769523421.059541464,1769523421.060130835,2026-01-27T16:17:01.059541,2026-01-27T16:17:01.060131,589.37,64,192.168.10.30,5005,
123,ok,1769523421.063153982,1769523421.063823938,2026-01-27T16:17:01.063154,2026-01-27T16:17:01.063824,669.96,64,192.168.10.30,5005,
124,ok,1769523421.066794157,1769523421.067499638,2026-01-27T16:17:01.066794,2026-01-27T16:17:01.067500,705.48,64,192.168.10.30,5005,
125,ok,1769523421.070382833,1769523421.071028233,2026-01-27T16:17:01.070383,2026-01-27T16:17:01.071028,645.40,64,192.168.10.30,5005,
126,ok,1769523421.073933601,1769523421.074548006,2026-01-27T16:17:01.073934,2026-01-27T16:17:01.074548,614.40,64,192.168.10.30,5005,
127,ok,1769523421.077383280,1769523421.077985048,2026-01-27T16:17:01.077383,2026-01-27T16:17:01.077985,601.77,64,192.168.10.30,5005,
128,ok,1769523421.080766916,1769523421.081321955,2026-01-27T16:17:01.080767,2026-01-27T16:17:01.081322,555.04,64,192.168.10.30,5005,
129,ok,1769523421.084128857,1769523421.084720373,2026-01-27T16:17:01.084129,2026-01-27T16:17:01.084720,591.52,64,192.168.10.30,5005,
130,ok,1769523421.087537766,1769523421.088136911,2026-01-27T16:17:01.087538,2026-01-27T16:17:01.088137,599.15,64,192.168.10.30,5005,
131,ok,1769523421.091057301,1769523421.091653109,2026-01-27T16:17:01.091057,2026-01-27T16:17:01.091653,595.81,64,192.168.10.30,5005,
132,ok,1769523421.094530344,1769523421.095075846,2026-01-27T16:17:01.094530,2026-01-27T16:17:01.095076,545.50,64,192.168.10.30,5005,
133,ok,1769523421.097905636,1769523421.098534346,2026-01-27T16:17:01.097906,2026-01-27T16:17:01.098534,628.71,64,192.168.10.30,5005,
134,ok,1769523421.101466179,1769523421.102166891,2026-01-27T16:17:01.101466,2026-01-27T16:17:01.102167,700.71,64,192.168.10.30,5005,
135,ok,1769523421.105130672,1769523421.105874777,2026-01-27T16:17:01.105131,2026-01-27T16:17:01.105875,744.10,64,192.168.10.30,5005,
136,ok,1769523421.108749628,1769523421.109370470,2026-01-27T16:17:01.108750,2026-01-27T16:17:01.109370,620.84,64,192.168.10.30,5005,
137,ok,1769523421.112217903,1769523421.112866402,2026-01-27T16:17:01.112218,2026-01-27T16:17:01.112866,648.50,64,192.168.10.30,5005,
138,ok,1769523421.115679502,1769523421.116240501,2026-01-27T16:17:01.115680,2026-01-27T16:17:01.116241,561.00,64,192.168.10.30,5005,
139,ok,1769523421.119005442,1769523421.119590998,2026-01-27T16:17:01.119005,2026-01-27T16:17:01.119591,585.56,64,192.168.10.30,5005,
140,ok,1769523421.122417688,1769523421.123018980,2026-01-27T16:17:01.122418,2026-01-27T16:17:01.123019,601.29,64,192.168.10.30,5005,
141,ok,1769523421.125979900,1769523421.126587391,2026-01-27T16:17:01.125980,2026-01-27T16:17:01.126587,607.49,64,192.168.10.30,5005,
142,ok,1769523421.129497766,1769523421.130053997,2026-01-27T16:17:01.129498,2026-01-27T16:17:01.130054,556.23,64,192.168.10.30,5005,
143,ok,1769523421.132989883,1769523421.133637428,2026-01-27T16:17:01.132990,2026-01-27T16:17:01.133637,647.54,64,192.168.10.30,5005,
144,ok,1769523421.136553526,1769523421.137251139,2026-01-27T16:17:01.136554,2026-01-27T16:17:01.137251,697.61,64,192.168.10.30,5005,
145,ok,1769523421.140157461,1769523421.140774488,2026-01-27T16:17:01.140157,2026-01-27T16:17:01.140774,617.03,64,192.168.10.30,5005,
146,ok,1769523421.143596888,1769523421.144187212,2026-01-27T16:17:01.143597,2026-01-27T16:17:01.144187,590.32,64,192.168.10.30,5005,
147,ok,1769523421.146999836,1769523421.147566080,2026-01-27T16:17:01.147000,2026-01-27T16:17:01.147566,566.24,64,192.168.10.30,5005,
148,ok,1769523421.150373459,1769523421.150975466,2026-01-27T16:17:01.150373,2026-01-27T16:17:01.150975,602.01,64,192.168.10.30,5005,
149,ok,1769523421.153796434,1769523421.154395103,2026-01-27T16:17:01.153796,2026-01-27T16:17:01.154395,598.67,64,192.168.10.30,5005,
150,ok,1769523421.157308340,1769523421.157911062,2026-01-27T16:17:01.157308,2026-01-27T16:17:01.157911,602.72,64,192.168.10.30,5005,
151,ok,1769523421.160804510,1769523421.161434412,2026-01-27T16:17:01.160805,2026-01-27T16:17:01.161434,629.90,64,192.168.10.30,5005,
152,ok,1769523421.164300203,1769523421.164913416,2026-01-27T16:17:01.164300,2026-01-27T16:17:01.164913,613.21,64,192.168.10.30,5005,
153,ok,1769523421.167867661,1769523421.168565750,2026-01-27T16:17:01.167868,2026-01-27T16:17:01.168566,698.09,64,192.168.10.30,5005,
154,ok,1769523421.171561003,1769523421.172241926,2026-01-27T16:17:01.171561,2026-01-27T16:17:01.172242,680.92,64,192.168.10.30,5005,
155,ok,1769523421.175059795,1769523421.175680399,2026-01-27T16:17:01.175060,2026-01-27T16:17:01.175680,620.60,64,192.168.10.30,5005,
156,ok,1769523421.178520203,1769523421.179102659,2026-01-27T16:17:01.178520,2026-01-27T16:17:01.179103,582.46,64,192.168.10.30,5005,
157,ok,1769523421.181967020,1769523421.182532310,2026-01-27T16:17:01.181967,2026-01-27T16:17:01.182532,565.29,64,192.168.10.30,5005,
158,ok,1769523421.185334444,1769523421.185956717,2026-01-27T16:17:01.185334,2026-01-27T16:17:01.185957,622.27,64,192.168.10.30,5005,
159,ok,1769523421.188780546,1769523421.189390659,2026-01-27T16:17:01.188781,2026-01-27T16:17:01.189391,610.11,64,192.168.10.30,5005,
160,ok,1769523421.192348003,1769523421.192938566,2026-01-27T16:17:01.192348,2026-01-27T16:17:01.192939,590.56,64,192.168.10.30,5005,
161,ok,1769523421.195861340,1769523421.196495771,2026-01-27T16:17:01.195861,2026-01-27T16:17:01.196496,634.43,64,192.168.10.30,5005,
162,ok,1769523421.199472427,1769523421.200121164,2026-01-27T16:17:01.199472,2026-01-27T16:17:01.200121,648.74,64,192.168.10.30,5005,
163,ok,1769523421.203049660,1769523421.203705072,2026-01-27T16:17:01.203050,2026-01-27T16:17:01.203705,655.41,64,192.168.10.30,5005,
164,ok,1769523421.206612110,1769523421.207238674,2026-01-27T16:17:01.206612,2026-01-27T16:17:01.207239,626.56,64,192.168.10.30,5005,
165,ok,1769523421.210060835,1769523421.210669279,2026-01-27T16:17:01.210061,2026-01-27T16:17:01.210669,608.44,64,192.168.10.30,5005,
166,ok,1769523421.213496923,1769523421.214065552,2026-01-27T16:17:01.213497,2026-01-27T16:17:01.214066,568.63,64,192.168.10.30,5005,
167,ok,1769523421.216876984,1769523421.217468739,2026-01-27T16:17:01.216877,2026-01-27T16:17:01.217469,591.75,64,192.168.10.30,5005,
168,ok,1769523421.220279455,1769523421.220883608,2026-01-27T16:17:01.220279,2026-01-27T16:17:01.220884,604.15,64,192.168.10.30,5005,
169,ok,1769523421.223809958,1769523421.224449396,2026-01-27T16:17:01.223810,2026-01-27T16:17:01.224449,639.44,64,192.168.10.30,5005,
170,ok,1769523421.227345943,1769523421.227954626,2026-01-27T16:17:01.227346,2026-01-27T16:17:01.227955,608.68,64,192.168.10.30,5005,
171,ok,1769523421.230786085,1769523421.231435537,2026-01-27T16:17:01.230786,2026-01-27T16:17:01.231436,649.45,64,192.168.10.30,5005,
172,ok,1769523421.234417439,1769523421.235133886,2026-01-27T16:17:01.234417,2026-01-27T16:17:01.235134,716.45,64,192.168.10.30,5005,
173,ok,1769523421.238100290,1769523421.238761187,2026-01-27T16:17:01.238100,2026-01-27T16:17:01.238761,660.90,64,192.168.10.30,5005,
174,ok,1769523421.241700411,1769523421.242313385,2026-01-27T16:17:01.241700,2026-01-27T16:17:01.242313,612.97,64,192.168.10.30,5005,
175,ok,1769523421.245142221,1769523421.245721817,2026-01-27T16:17:01.245142,2026-01-27T16:17:01.245722,579.60,64,192.168.10.30,5005,
176,ok,1769523421.248566389,1769523421.249128819,2026-01-27T16:17:01.248566,2026-01-27T16:17:01.249129,562.43,64,192.168.10.30,5005,
177,ok,1769523421.251935005,1769523421.252507687,2026-01-27T16:17:01.251935,2026-01-27T16:17:01.252508,572.68,64,192.168.10.30,5005,
178,ok,1769523421.255320787,1769523421.256113291,2026-01-27T16:17:01.255321,2026-01-27T16:17:01.256113,792.50,64,192.168.10.30,5005,
179,ok,1769523421.259061575,1769523421.259891033,2026-01-27T16:17:01.259062,2026-01-27T16:17:01.259891,829.46,64,192.168.10.30,5005,
180,ok,1769523421.263003588,1769523421.263881922,2026-01-27T16:17:01.263004,2026-01-27T16:17:01.263882,878.33,64,192.168.10.30,5005,
181,ok,1769523421.266826153,1769523421.267768383,2026-01-27T16:17:01.266826,2026-01-27T16:17:01.267768,942.23,64,192.168.10.30,5005,
182,ok,1769523421.270731688,1769523421.271673679,2026-01-27T16:17:01.270732,2026-01-27T16:17:01.271674,941.99,64,192.168.10.30,5005,
183,ok,1769523421.274579287,1769523421.275409937,2026-01-27T16:17:01.274579,2026-01-27T16:17:01.275410,830.65,64,192.168.10.30,5005,
184,ok,1769523421.278247356,1769523421.279090166,2026-01-27T16:17:01.278247,2026-01-27T16:17:01.279090,842.81,64,192.168.10.30,5005,
185,ok,1769523421.281973839,1769523421.282660961,2026-01-27T16:17:01.281974,2026-01-27T16:17:01.282661,687.12,64,192.168.10.30,5005,
186,ok,1769523421.285465002,1769523421.286101580,2026-01-27T16:17:01.285465,2026-01-27T16:17:01.286102,636.58,64,192.168.10.30,5005,
187,ok,1769523421.288926363,1769523421.289571762,2026-01-27T16:17:01.288926,2026-01-27T16:17:01.289572,645.40,64,192.168.10.30,5005,
188,ok,1769523421.292534590,1769523421.293170452,2026-01-27T16:17:01.292535,2026-01-27T16:17:01.293170,635.86,64,192.168.10.30,5005,
189,ok,1769523421.296092987,1769523421.296671629,2026-01-27T16:17:01.296093,2026-01-27T16:17:01.296672,578.64,64,192.168.10.30,5005,
