sequence,status,send_time_epoch,recv_time_epoch,send_time_iso,recv_time_iso,rtt_us,packet_size_bytes,from_ip,from_port,error
44,ok,1769522811.699968576,1769522811.700453520,2026-01-27T16:06:51.699969,2026-01-27T16:06:51.700454,484.94,64,192.168.10.30,5005,
45,ok,1769522811.703266859,1769522811.703826904,2026-01-27T16:06:51.703267,2026-01-27T16:06:51.703827,560.05,64,192.168.10.30,5005,
46,ok,1769522811.706683159,1769522811.707261801,2026-01-27T16:06:51.706683,2026-01-27T16:06:51.707262,578.64,64,192.168.10.30,5005,
47,ok,1769522811.710134029,1769522811.710701227,2026-01-27T16:06:51.710134,2026-01-27T16:06:51.710701,567.20,64,192.168.10.30,5005,
48,ok,1769522811.713664532,1769522811.714269161,2026-01-27T16:06:51.713665,2026-01-27T16:06:51.714269,604.63,64,192.168.10.30,5005,
49,ok,1769522811.717206240,1769522811.717903376,2026-01-27T16:06:51.717206,2026-01-27T16:06:51.717903,697.14,64,192.168.10.30,5005,
50,ok,1769522811.720904350,1769522811.721451759,2026-01-27T16:06:51.720904,2026-01-27T16:06:51.721452,547.41,64,192.168.10.30,5005,
51,ok,1769522811.724313259,1769522811.724840164,2026-01-27T16:06:51.724313,2026-01-27T16:06:51.724840,526.91,64,192.168.10.30,5005,
52,ok,1769522811.727658272,1769522811.728135824,2026-01-27T16:06:51.727658,2026-01-27T16:06:51.728136,477.55,64,192.168.10.30,5005,
53,ok,1769522811.730918646,1769522811.731440544,2026-01-27T16:06:51.730919,2026-01-27T16:06:51.731441,521.90,64,192.168.10.30,5005,
54,ok,1769522811.734233141,1769522811.734796524,2026-01-27T16:06:51.734233,2026-01-27T16:06:51.734797,563.38,64,192.168.10.30,5005,
55,ok,1769522811.737637997,1769522811.738175154,2026-01-27T16:06:51.737638,2026-01-27T16:06:51.738175,537.16,64,192.168.10.30,5005,
56,ok,1769522811.741055489,1769522811.741624355,2026-01-27T16:06:51.741055,2026-01-27T16:06:51.741624,568.87,64,192.168.10.30,5005,
57,ok,1769522811.744494915,1769522811.745042324,2026-01-27T16:06:51.744495,2026-01-27T16:06:51.745042,547.41,64,192.168.10.30,5005,
58,ok,1769522811.747874498,1769522811.748461962,2026-01-27T16:06:51.747874,2026-01-27T16:06:51.748462,587.46,64,192.168.10.30,5005,
59,ok,1769522811.751415730,1769522811.752062559,2026-01-27T16:06:51.751416,2026-01-27T16:06:51.752063,646.83,64,192.168.10.30,5005,
60,ok,1769522811.755015373,1769522811.755578041,2026-01-27T16:06:51.755015,2026-01-27T16:06:51.755578,562.67,64,192.168.10.30,5005,
61,ok,1769522811.758431911,1769522811.759019613,2026-01-27T16:06:51.758432,2026-01-27T16:06:51.759020,587.70,64,192.168.10.30,5005,
62,ok,1769522811.761863947,1769522811.762406111,2026-01-27T16:06:51.761864,2026-01-27T16:06:51.762406,542.16,64,192.168.10.30,5005,
63,ok,1769522811.765171766,1769522811.765655756,2026-01-27T16:06:51.765172,2026-01-27T16:06:51.765656,483.99,64,192.168.10.30,5005,
64,ok,1769522811.768457174,1769522811.768973827,2026-01-27T16:06:51.768457,2026-01-27T16:06:51.768974,516.65,64,192.168.10.30,5005,
65,ok,1769522811.771784782,1769522811.772352934,2026-01-27T16:06:51.771785,2026-01-27T16:06:51.772353,568.15,64,192.168.10.30,5005,
66,ok,1769522811.775243998,1769522811.775825977,2026-01-27T16:06:51.775244,2026-01-27T16:06:51.775826,581.98,64,192.168.10.30,5005,
67,ok,1769522811.778715849,1769522811.779313803,2026-01-27T16:06:51.778716,2026-01-27T16:06:51.779314,597.95,64,192.168.10.30,5005,
68,ok,1769522811.782321692,1769522811.783047199,2026-01-27T16:06:51.782322,2026-01-27T16:06:51.783047,725.51,64,192.168.10.30,5005,
69,ok,1769522811.786010265,1769522811.786574125,2026-01-27T16:06:51.786010,2026-01-27T16:06:51.786574,563.86,64,192.168.10.30,5005,
70,ok,1769522811.789415836,1769522811.789981604,2026-01-27T16:06:51.789416,2026-01-27T16:06:51.789982,565.77,64,192.168.10.30,5005,
71,ok,1769522811.792823792,1769522811.793349028,2026-01-27T16:06:51.792824,2026-01-27T16:06:51.793349,525.24,64,192.168.10.30,5005,
72,ok,1769522811.796168566,1769522811.796653509,2026-01-27T16:06:51.796169,2026-01-27T16:06:51.796654,484.94,64,192.168.10.30,5005,
73,ok,1769522811.799445152,1769522811.799933672,2026-01-27T16:06:51.799445,2026-01-27T16:06:51.799934,488.52,64,192.168.10.30,5005,
74,ok,1769522811.802776337,1769522811.803345680,2026-01-27T16:06:51.802776,2026-01-27T16:06:51.803346,569.34,64,192.168.10.30,5005,
75,ok,1769522811.806210995,1769522811.806799889,2026-01-27T16:06:51.806211,2026-01-27T16:06:51.806800,588.89,64,192.168.10.30,5005,
76,ok,1769522811.809709787,1769522811.810317039,2026-01-27T16:06:51.809710,2026-01-27T16:06:51.810317,607.25,64,192.168.10.30,5005,
77,ok,1769522811.813318253,1769522811.813951492,2026-01-27T16:06:51.813318,2026-01-27T16:06:51.813951,633.24,64,192.168.10.30,5005,
78,ok,1769522811.816884518,1769522811.817405224,2026-01-27T16:06:51.816885,2026-01-27T16:06:51.817405,520.71,64,192.168.10.30,5005,
79,ok,1769522811.820265770,1769522811.820797920,2026-01-27T16:06:51.820266,2026-01-27T16:06:51.820798,532.15,64,192.168.10.30,5005,
80,ok,1769522811.823634624,1769522811.824152470,2026-01-27T16:06:51.823635,2026-01-27T16:06:51.824152,517.85,64,192.168.10.30,5005,
81,ok,1769522811.826918125,1769522811.827414513,2026-01-27T16:06:51.826918,2026-01-27T16:06:51.827415,496.39,64,192.168.10.30,5005,
82,ok,1769522811.830207825,1769522811.830692530,2026-01-27T16:06:51.830208,2026-01-27T16:06:51.830693,484.70,64,192.168.10.30,5005,
83,ok,1769522811.833553076,1769522811.834101200,2026-01-27T16:06:51.833553,2026-01-27T16:06:51.834101,548.12,64,192.168.10.30,5005,
84,ok,1769522811.836938381,1769522811.837508678,2026-01-27T16:06:51.836938,2026-01-27T16:06:51.837509,570.30,64,192.168.10.30,5005,
85,ok,1769522811.840380669,1769522811.840943098,2026-01-27T16:06:51.840381,2026-01-27T16:06:51.840943,562.43,64,192.168.10.30,5005,
86,ok,1769522811.843884230,1769522811.844590902,2026-01-27T16:06:51.843884,2026-01-27T16:06:51.844591,706.67,64,192.168.10.30,5005,
87,ok,1769522811.847601891,1769522811.848211288,2026-01-27T16:06:51.847602,2026-01-27T16:06:51.848211,609.40,64,192.168.10.30,5005,
88,ok,1769522811.851055145,1769522811.851602793,2026-01-27T16:06:51.851055,2026-01-27T16:06:51.851603,547.65,64,192.168.10.30,5005,
89,ok,1769522811.854443789,1769522811.854958773,2026-01-27T16:06:51.854444,2026-01-27T16:06:51.854959,514.98,64,192.168.10.30,5005,
90,ok,1769522811.857787848,1769522811.858272076,2026-01-27T16:06:51.857788,2026-01-27T16:06:51.858272,484.23,64,192.168.10.30,5005,
91,ok,1769522811.861055136,1769522811.861528635,2026-01-27T16:06:51.861055,2026-01-27T16:06:51.861529,473.50,64,192.168.10.30,5005,
92,ok,1769522811.864356279,1769522811.864909887,2026-01-27T16:06:51.864356,2026-01-27T16:06:51.864910,553.61,64,192.168.10.30,5005,
93,ok,1769522811.867747545,1769522811.868322372,2026-01-27T16:06:51.867748,2026-01-27T16:06:51.868322,574.83,64,192.168.10.30,5005,
94,ok,1769522811.871202230,1769522811.871936083,2026-01-27T16:06:51.871202,2026-01-27T16:06:51.871936,733.85,64,192.168.10.30,5005,
95,ok,1769522811.875048161,1769522811.875779867,2026-01-27T16:06:51.875048,2026-01-27T16:06:51.875780,731.71,64,192.168.10.30,5005,
96,ok,1769522811.878724575,1769522811.879330158,2026-01-27T16:06:51.878725,2026-01-27T16:06:51.879330,605.58,64,192.168.10.30,5005,
97,ok,1769522811.882290602,1769522811.882974863,2026-01-27T16:06:51.882291,2026-01-27T16:06:51.882975,684.26,64,192.168.10.30,5005,
98,ok,1769522811.885966539,1769522811.886593580,2026-01-27T16:06:51.885967,2026-01-27T16:06:51.886594,627.04,64,192.168.10.30,5005,
99,ok,1769522811.889601707,1769522811.890156269,2026-01-27T16:06:51.889602,2026-01-27T16:06:51.890156,554.56,64,192.168.10.30,5005,
100,ok,1769522811.893010855,1769522811.893543959,2026-01-27T16:06:51.893011,2026-01-27T16:06:51.893544,533.10,64,192.168.10.30,5005,
101,ok,1769522811.896383047,1769522811.896865606,2026-01-27T16:06:51.896383,2026-01-27T16:06:51.896866,482.56,64,192.168.10.30,5005,
102,ok,1769522811.899702311,1769522811.900216341,2026-01-27T16:06:51.899702,2026-01-27T16:06:51.900216,514.03,64,192.168.10.30,5005,
103,ok,1769522811.903012276,1769522811.903638840,2026-01-27T16:06:51.903012,2026-01-27T16:06:51.903639,626.56,64,192.168.10.30,5005,
104,ok,1769522811.906483173,1769522811.907122612,2026-01-27T16:06:51.906483,2026-01-27T16:06:51.907123,639.44,64,192.168.10.30,5005,
105,ok,1769522811.910013199,1769522811.910616636,2026-01-27T16:06:51.910013,2026-01-27T16:06:51.910617,603.44,64,192.168.10.30,5005,
106,ok,1769522811.913513184,1769522811.914136410,2026-01-27T16:06:51.913513,2026-01-27T16:06:51.914136,623.23,64,192.168.10.30,5005,
107,ok,1769522811.917047501,1769522811.917688131,2026-01-27T16:06:51.917048,2026-01-27T16:06:51.917688,640.63,64,192.168.10.30,5005,
108,ok,1769522811.920626402,1769522811.921175957,2026-01-27T16:06:51.920626,2026-01-27T16:06:51.921176,549.55,64,192.168.10.30,5005,
109,ok,1769522811.924035072,1769522811.924609423,2026-01-27T16:06:51.924035,2026-01-27T16:06:51.924609,574.35,64,192.168.10.30,5005,
110,ok,1769522811.927471638,1769522811.927981377,2026-01-27T16:06:51.927472,2026-01-27T16:06:51.927981,509.74,64,192.168.10.30,5005,
111,ok,1769522811.930808306,1769522811.931349993,2026-01-27T16:06:51.930808,2026-01-27T16:06:51.931350,541.69,64,192.168.10.30,5005,
112,ok,1769522811.934186935,1769522811.934782267,2026-01-27T16:06:51.934187,2026-01-27T16:06:51.934782,595.33,64,192.168.10.30,5005,
113,ok,1769522811.937653542,1769522811.938282728,2026-01-27T16:06:51.937654,2026-01-27T16:06:51.938283,629.19,64,192.168.10.30,5005,
114,ok,1769522811.941159010,1769522811.941752911,2026-01-27T16:06:51.941159,2026-01-27T16:06:51.941753,593.90,64,192.168.10.30,5005,
115,ok,1769522811.944662571,1769522811.945253134,2026-01-27T16:06:51.944663,2026-01-27T16:06:51.945253,590.56,64,192.168.10.30,5005,
116,ok,1769522811.948137999,1769522811.948739767,2026-01-27T16:06:51.948138,2026-01-27T16:06:51.948740,601.77,64,192.168.10.30,5005,
117,ok,1769522811.951664686,1769522811.952220678,2026-01-27T16:06:51.951665,2026-01-27T16:06:51.952221,555.99,64,192.168.10.30,5005,
118,ok,1769522811.954994440,1769522811.955530167,2026-01-27T16:06:51.954994,2026-01-27T16:06:51.955530,535.73,64,192.168.10.30,5005,
119,ok,1769522811.958383560,1769522811.958918333,2026-01-27T16:06:51.958384,2026-01-27T16:06:51.958918,534.77,64,192.168.10.30,5005,
120,ok,1769522811.961752415,1769522811.962261677,2026-01-27T16:06:51.961752,2026-01-27T16:06:51.962262,509.26,64,192.168.10.30,5005,
121,ok,1769522811.965070009,1769522811.965698242,2026-01-27T16:06:51.965070,2026-01-27T16:06:51.965698,628.23,64,192.168.10.30,5005,
122,ok,1769522811.968517065,1769522811.969147921,2026-01-27T16:06:51.968517,2026-01-27T16:06:51.969148,630.86,64,192.168.10.30,5005,
123,ok,1769522811.972013712,1769522811.972640038,2026-01-27T16:06:51.972014,2026-01-27T16:06:51.972640,626.33,64,192.168.10.30,5005,
124,ok,1769522811.975512266,1769522811.976117849,2026-01-27T16:06:51.975512,2026-01-27T16:06:51.976118,605.58,64,192.168.10.30,5005,
125,ok,1769522811.978975058,1769522811.979612589,2026-01-27T16:06:51.978975,2026-01-27T16:06:51.979613,637.53,64,192.168.10.30,5005,
126,ok,1769522811.982527256,1769522811.983031988,2026-01-27T16:06:51.982527,2026-01-27T16:06:51.983032,504.73,64,192.168.10.30,5005,
127,ok,1769522811.985883474,1769522811.986414433,2026-01-27T16:06:51.985883,2026-01-27T16:06:51.986414,530.96,64,192.168.10.30,5005,
128,ok,1769522811.989280939,1769522811.989805460,2026-01-27T16:06:51.989281,2026-01-27T16:06:51.989805,524.52,64,192.168.10.30,5005,
129,ok,1769522811.992624044,1769522811.993171215,2026-01-27T16:06:51.992624,2026-01-27T16:06:51.993171,547.17,64,192.168.10.30,5005,
130,ok,1769522811.995994806,1769522811.996655941,2026-01-27T16:06:51.995995,2026-01-27T16:06:51.996656,661.13,64,192.168.10.30,5005,
131,ok,1769522811.999487638,1769522812.000128508,2026-01-27T16:06:51.999488,2026-01-27T16:06:52.000129,640.87,64,192.168.10.30,5005,
132,ok,1769522812.002977133,1769522812.003595352,2026-01-27T16:06:52.002977,2026-01-27T16:06:52.003595,618.22,64,192.168.10.30,5005,
133,ok,1769522812.006618261,1769522812.007376909,2026-01-27T16:06:52.006618,2026-01-27T16:06:52.007377,758.65,64,192.168.10.30,5005,
134,ok,1769522812.010485649,1769522812.011166573,2026-01-27T16:06:52.010486,2026-01-27T16:06:52.011167,680.92,64,192.168.10.30,5005,
135,ok,1769522812.014140129,1769522812.014760256,2026-01-27T16:06:52.014140,2026-01-27T16:06:52.014760,620.13,64,192.168.10.30,5005,
136,ok,1769522812.017791271,1769522812.018439054,2026-01-27T16:06:52.017791,2026-01-27T16:06:52.018439,647.78,64,192.168.10.30,5005,
137,ok,1769522812.021311283,1769522812.021862984,2026-01-27T16:06:52.021311,2026-01-27T16:06:52.021863,551.70,64,192.168.10.30,5005,
138,ok,1769522812.024708509,1769522812.025244713,2026-01-27T16:06:52.024709,2026-01-27T16:06:52.025245,536.20,64,192.168.10.30,5005,
139,ok,1769522812.028077602,1769522812.028613091,2026-01-27T16:06:52.028078,2026-01-27T16:06:52.028613,535.49,64,192.168.10.30,5005,
140,ok,1769522812.031435251,1769522812.032062292,2026-01-27T16:06:52.031435,2026-01-27T16:06:52.032062,627.04,64,192.168.10.30,5005,
141,ok,1769522812.034899712,1769522812.035449505,2026-01-27T16:06:52.034900,2026-01-27T16:06:52.035450,549.79,64,192.168.10.30,5005,
142,ok,1769522812.038277149,1769522812.038907051,2026-01-27T16:06:52.038277,2026-01-27T16:06:52.038907,629.90,64,192.168.10.30,5005,
143,ok,1769522812.041776657,1769522812.042412758,2026-01-27T16:06:52.041777,2026-01-27T16:06:52.042413,636.10,64,192.168.10.30,5005,
144,ok,1769522812.045296907,1769522812.045914412,2026-01-27T16:06:52.045297,2026-01-27T16:06:52.045914,617.50,64,192.168.10.30,5005,
145,ok,1769522812.048897743,1769522812.049561739,2026-01-27T16:06:52.048898,2026-01-27T16:06:52.049562,664.00,64,192.168.10.30,5005,
146,ok,1769522812.052465439,1769522812.053013802,2026-01-27T16:06:52.052465,2026-01-27T16:06:52.053014,548.36,64,192.168.10.30,5005,
147,ok,1769522812.055860043,1769522812.056419611,2026-01-27T16:06:52.055860,2026-01-27T16:06:52.056420,559.57,64,192.168.10.30,5005,
148,ok,1769522812.059236765,1769522812.059799671,2026-01-27T16:06:52.059237,2026-01-27T16:06:52.059800,562.91,64,192.168.10.30,5005,
149,ok,1769522812.062610388,1769522812.063154936,2026-01-27T16:06:52.062610,2026-01-27T16:06:52.063155,544.55,64,192.168.10.30,5005,
150,ok,1769522812.065979719,1769522812.066480875,2026-01-27T16:06:52.065980,2026-01-27T16:06:52.066481,501.16,64,192.168.10.30,5005,
151,ok,1769522812.069293261,1769522812.069888830,2026-01-27T16:06:52.069293,2026-01-27T16:06:52.069889,595.57,64,192.168.10.30,5005,
152,ok,1769522812.072743177,1769522812.073349476,2026-01-27T16:06:52.072743,2026-01-27T16:06:52.073349,606.30,64,192.168.10.30,5005,
153,ok,1769522812.076222181,1769522812.076809883,2026-01-27T16:06:52.076222,2026-01-27T16:06:52.076810,587.70,64,192.168.10.30,5005,
154,ok,1769522812.079751015,1769522812.080414772,2026-01-27T16:06:52.079751,2026-01-27T16:06:52.080415,663.76,64,192.168.10.30,5005,
155,ok,1769522812.083367586,1769522812.083945274,2026-01-27T16:06:52.083368,2026-01-27T16:06:52.083945,577.69,64,192.168.10.30,5005,
156,ok,1769522812.086804390,1769522812.087373018,2026-01-27T16:06:52.086804,2026-01-27T16:06:52.087373,568.63,64,192.168.10.30,5005,
157,ok,1769522812.090221643,1769522812.090771198,2026-01-27T16:06:52.090222,2026-01-27T16:06:52.090771,549.55,64,192.168.10.30,5005,
158,ok,1769522812.093686104,1769522812.094198704,2026-01-27T16:06:52.093686,2026-01-27T16:06:52.094199,512.60,64,192.168.10.30,5005,
159,ok,1769522812.097001076,1769522812.097545385,2026-01-27T16:06:52.097001,2026-01-27T16:06:52.097545,544.31,64,192.168.10.30,5005,
160,ok,1769522812.100365400,1769522812.100995302,2026-01-27T16:06:52.100365,2026-01-27T16:06:52.100995,629.90,64,192.168.10.30,5005,
161,ok,1769522812.103847742,1769522812.104494572,2026-01-27T16:06:52.103848,2026-01-27T16:06:52.104495,646.83,64,192.168.10.30,5005,
162,ok,1769522812.107365847,1769522812.107962847,2026-01-27T16:06:52.107366,2026-01-27T16:06:52.107963,597.00,64,192.168.10.30,5005,
163,ok,1769522812.110971212,1769522812.111599207,2026-01-27T16:06:52.110971,2026-01-27T16:06:52.111599,627.99,64,192.168.10.30,5005,
164,ok,1769522812.114545584,1769522812.115110874,2026-01-27T16:06:52.114546,2026-01-27T16:06:52.115111,565.29,64,192.168.10.30,5005,
165,ok,1769522812.117900372,1769522812.118432522,2026-01-27T16:06:52.117900,2026-01-27T16:06:52.118433,532.15,64,192.168.10.30,5005,
166,ok,1769522812.121261597,1769522812.121793270,2026-01-27T16:06:52.121262,2026-01-27T16:06:52.121793,531.67,64,192.168.10.30,5005,
167,ok,1769522812.124610901,1769522812.125138521,2026-01-27T16:06:52.124611,2026-01-27T16:06:52.125139,527.62,64,192.168.10.30,5005,
168,ok,1769522812.127947330,1769522812.128459930,2026-01-27T16:06:52.127947,2026-01-27T16:06:52.128460,512.60,64,192.168.10.30,5005,
169,ok,1769522812.131259441,1769522812.131864071,2026-01-27T16:06:52.131259,2026-01-27T16:06:52.131864,604.63,64,192.168.10.30,5005,
170,ok,1769522812.134712934,1769522812.135343552,2026-01-27T16:06:52.134713,2026-01-27T16:06:52.135344,630.62,64,192.168.10.30,5005,
171,ok,1769522812.138347864,1769522812.138997793,2026-01-27T16:06:52.138348,2026-01-27T16:06:52.138998,649.93,64,192.168.10.30,5005,
172,ok,1769522812.142079115,1769522812.142760754,2026-01-27T16:06:52.142079,2026-01-27T16:06:52.142761,681.64,64,192.168.10.30,5005,
173,ok,1769522812.145749807,1769522812.146372795,2026-01-27T16:06:52.145750,2026-01-27T16:06:52.146373,622.99,64,192.168.10.30,5005,
174,ok,1769522812.149270773,1769522812.149866581,2026-01-27T16:06:52.149271,2026-01-27T16:06:52.149867,595.81,64,192.168.10.30,5005,
175,ok,1769522812.152811289,1769522812.153433800,2026-01-27T16:06:52.152811,2026-01-27T16:06:52.153434,622.51,64,192.168.10.30,5005,
176,ok,1769522812.156334162,1769522812.156908751,2026-01-27T16:06:52.156334,2026-01-27T16:06:52.156909,574.59,64,192.168.10.30,5005,
177,ok,1769522812.159733295,1769522812.160280943,2026-01-27T16:06:52.159733,2026-01-27T16:06:52.160281,547.65,64,192.168.10.30,5005,
178,ok,1769522812.163061857,1769522812.163584709,2026-01-27T16:06:52.163062,2026-01-27T16:06:52.163585,522.85,64,192.168.10.30,5005,
179,ok,1769522812.166392326,1769522812.166933060,2026-01-27T16:06:52.166392,2026-01-27T16:06:52.166933,540.73,64,192.168.10.30,5005,
180,ok,1769522812.169749022,1769522812.170369625,2026-01-27T16:06:52.169749,2026-01-27T16:06:52.170370,620.60,64,192.168.10.30,5005,
181,ok,1769522812.173190594,1769522812.173814774,2026-01-27T16:06:52.173191,2026-01-27T16:06:52.173815,624.18,64,192.168.10.30,5005,
182,ok,1769522812.176710606,1769522812.177364826,2026-01-27T16:06:52.176711,2026-01-27T16:06:52.177365,654.22,64,192.168.10.30,5005,
183,ok,1769522812.180271387,1769522812.180902243,2026-01-27T16:06:52.180271,2026-01-27T16:06:52.180902,630.86,64,192.168.10.30,5005,
184,ok,1769522812.183830500,1769522812.184430599,2026-01-27T16:06:52.183830,2026-01-27T16:06:52.184431,600.10,64,192.168.10.30,5005,
185,ok,1769522812.187335253,1769522812.187896729,2026-01-27T16:06:52.187335,2026-01-27T16:06:52.187897,561.48,64,192.168.10.30,5005,
186,ok,1769522812.190719843,1769522812.191281319,2026-01-27T16:06:52.190720,2026-01-27T16:06:52.191281,561.48,64,192.168.10.30,5005,
187,ok,1769522812.194120646,1769522812.194642782,2026-01-27T16:06:52.194121,2026-01-27T16:06:52.194643,522.14,64,192.168.10.30,5005,
188,ok,1769522812.197443485,1769522812.197956085,2026-01-27T16:06:52.197443,2026-01-27T16:06:52.197956,512.60,64,192.168.10.30,5005,
189,ok,1769522812.200799227,1769522812.201382875,2026-01-27T16:06:52.200799,2026-01-27T16:06:52.201383,583.65,64,192.168.10.30,5005,
190,ok,1769522812.204214573,1769522812.204848289,2026-01-27T16:06:52.204215,2026-01-27T16:06:52.204848,633.72,64,192.168.10.30,5005,
191,ok,1769522812.207725048,1769522812.208336830,2026-01-27T16:06:52.207725,2026-01-27T16:06:52.208337,611.78,64,192.168.10.30,5005,
192,ok,1769522812.211214304,1769522812.211835146,2026-01-27T16:06:52.211214,2026-01-27T16:06:52.211835,620.84,64,192.168.10.30,5005,
193,ok,1769522812.214764595,1769522812.215393782,2026-01-27T16:06:52.214765,2026-01-27T16:06:52.215394,629.19,64,192.168.10.30,5005,
