packet,recv_time_epoch,send_time_epoch,recv_time_iso,send_time_iso,processing_time_us,packet_size_bytes,from_ip,from_port
49,1769499536.573987484,1769499536.574044228,2026-01-27T09:38:56.573987,2026-01-27T09:38:56.574044,56.74,64,192.168.10.20,57562
50,1769499536.577708483,1769499536.577822685,2026-01-27T09:38:56.577708,2026-01-27T09:38:56.577823,114.20,64,192.168.10.20,57562
51,1769499536.581361055,1769499536.581416130,2026-01-27T09:38:56.581361,2026-01-27T09:38:56.581416,55.07,64,192.168.10.20,57562
52,1769499536.584967375,1769499536.585021734,2026-01-27T09:38:56.584967,2026-01-27T09:38:56.585022,54.36,64,192.168.10.20,57562
53,1769499536.588420630,1769499536.588476419,2026-01-27T09:38:56.588421,2026-01-27T09:38:56.588476,55.79,64,192.168.10.20,57562
54,1769499536.591812849,1769499536.591867208,2026-01-27T09:38:56.591813,2026-01-27T09:38:56.591867,54.36,64,192.168.10.20,57562
55,1769499536.595118284,1769499536.595175266,2026-01-27T09:38:56.595118,2026-01-27T09:38:56.595175,56.98,64,192.168.10.20,57562
56,1769499536.598458529,1769499536.598507881,2026-01-27T09:38:56.598459,2026-01-27T09:38:56.598508,49.35,64,192.168.10.20,57562
57,1769499536.601859093,1769499536.601908207,2026-01-27T09:38:56.601859,2026-01-27T09:38:56.601908,49.11,64,192.168.10.20,57562
58,1769499536.605301142,1769499536.605351686,2026-01-27T09:38:56.605301,2026-01-27T09:38:56.605352,50.54,64,192.168.10.20,57562
59,1769499536.608829498,1769499536.608885765,2026-01-27T09:38:56.608829,2026-01-27T09:38:56.608886,56.27,64,192.168.10.20,57562
60,1769499536.612718344,1769499536.612776756,2026-01-27T09:38:56.612718,2026-01-27T09:38:56.612777,58.41,64,192.168.10.20,57562
61,1769499536.616279602,1769499536.616335630,2026-01-27T09:38:56.616280,2026-01-27T09:38:56.616336,56.03,64,192.168.10.20,57562
62,1769499536.619907856,1769499536.619957685,2026-01-27T09:38:56.619908,2026-01-27T09:38:56.619958,49.83,64,192.168.10.20,57562
63,1769499536.623426914,1769499536.623475313,2026-01-27T09:38:56.623427,2026-01-27T09:38:56.623475,48.40,64,192.168.10.20,57562
64,1769499536.626814365,1769499536.626865149,2026-01-27T09:38:56.626814,2026-01-27T09:38:56.626865,50.78,64,192.168.10.20,57562
65,1769499536.630182981,1769499536.630240679,2026-01-27T09:38:56.630183,2026-01-27T09:38:56.630241,57.70,64,192.168.10.20,57562
66,1769499536.633661509,1769499536.633710861,2026-01-27T09:38:56.633662,2026-01-27T09:38:56.633711,49.35,64,192.168.10.20,57562
67,1769499536.637054443,1769499536.637107849,2026-01-27T09:38:56.637054,2026-01-27T09:38:56.637108,53.41,64,192.168.10.20,57562
68,1769499536.640446186,1769499536.640495539,2026-01-27T09:38:56.640446,2026-01-27T09:38:56.640496,49.35,64,192.168.10.20,57562
69,1769499536.643856525,1769499536.643903255,2026-01-27T09:38:56.643857,2026-01-27T09:38:56.643903,46.73,64,192.168.10.20,57562
70,1769499536.647232056,1769499536.647280216,2026-01-27T09:38:56.647232,2026-01-27T09:38:56.647280,48.16,64,192.168.10.20,57562
71,1769499536.650630951,1769499536.650680542,2026-01-27T09:38:56.650631,2026-01-27T09:38:56.650681,49.59,64,192.168.10.20,57562
72,1769499536.654038191,1769499536.654088974,2026-01-27T09:38:56.654038,2026-01-27T09:38:56.654089,50.78,64,192.168.10.20,57562
73,1769499536.657427788,1769499536.657477617,2026-01-27T09:38:56.657428,2026-01-27T09:38:56.657478,49.83,64,192.168.10.20,57562
74,1769499536.660844803,1769499536.660898447,2026-01-27T09:38:56.660845,2026-01-27T09:38:56.660898,53.64,64,192.168.10.20,57562
75,1769499536.664253712,1769499536.664301634,2026-01-27T09:38:56.664254,2026-01-27T09:38:56.664302,47.92,64,192.168.10.20,57562
76,1769499536.667680025,1769499536.667730331,2026-01-27T09:38:56.667680,2026-01-27T09:38:56.667730,50.31,64,192.168.10.20,57562
77,1769499536.671111345,1769499536.671161413,2026-01-27T09:38:56.671111,2026-01-27T09:38:56.671161,50.07,64,192.168.10.20,57562
78,1769499536.674722195,1769499536.674771547,2026-01-27T09:38:56.674722,2026-01-27T09:38:56.674772,49.35,64,192.168.10.20,57562
79,1769499536.678317785,1769499536.678371429,2026-01-27T09:38:56.678318,2026-01-27T09:38:56.678371,53.64,64,192.168.10.20,57562
80,1769499536.681871653,1769499536.681926250,2026-01-27T09:38:56.681872,2026-01-27T09:38:56.681926,54.60,64,192.168.10.20,57562
81,1769499536.685256481,1769499536.685305119,2026-01-27T09:38:56.685256,2026-01-27T09:38:56.685305,48.64,64,192.168.10.20,57562
82,1769499536.688686609,1769499536.688742161,2026-01-27T09:38:56.688687,2026-01-27T09:38:56.688742,55.55,64,192.168.10.20,57562
83,1769499536.692250013,1769499536.692305803,2026-01-27T09:38:56.692250,2026-01-27T09:38:56.692306,55.79,64,192.168.10.20,57562
84,1769499536.695753813,1769499536.695806026,2026-01-27T09:38:56.695754,2026-01-27T09:38:56.695806,52.21,64,192.168.10.20,57562
85,1769499536.699333906,1769499536.699384689,2026-01-27T09:38:56.699334,2026-01-27T09:38:56.699385,50.78,64,192.168.10.20,57562
86,1769499536.702892780,1769499536.702944994,2026-01-27T09:38:56.702893,2026-01-27T09:38:56.702945,52.21,64,192.168.10.20,57562
87,1769499536.706449509,1769499536.706500769,2026-01-27T09:38:56.706450,2026-01-27T09:38:56.706501,51.26,64,192.168.10.20,57562
88,1769499536.709939957,1769499536.709987402,2026-01-27T09:38:56.709940,2026-01-27T09:38:56.709987,47.45,64,192.168.10.20,57562
89,1769499536.713362455,1769499536.713410616,2026-01-27T09:38:56.713362,2026-01-27T09:38:56.713411,48.16,64,192.168.10.20,57562
90,1769499536.716845989,1769499536.716905355,2026-01-27T09:38:56.716846,2026-01-27T09:38:56.716905,59.37,64,192.168.10.20,57562
91,1769499536.720231056,1769499536.720278263,2026-01-27T09:38:56.720231,2026-01-27T09:38:56.720278,47.21,64,192.168.10.20,57562
92,1769499536.723645687,1769499536.723696709,2026-01-27T09:38:56.723646,2026-01-27T09:38:56.723697,51.02,64,192.168.10.20,57562
93,1769499536.727129698,1769499536.727178574,2026-01-27T09:38:56.727130,2026-01-27T09:38:56.727179,48.88,64,192.168.10.20,57562
94,1769499536.730709791,1769499536.730759859,2026-01-27T09:38:56.730710,2026-01-27T09:38:56.730760,50.07,64,192.168.10.20,57562
95,1769499536.734306097,1769499536.734356165,2026-01-27T09:38:56.734306,2026-01-27T09:38:56.734356,50.07,64,192.168.10.20,57562
96,1769499536.738031864,1769499536.738084078,2026-01-27T09:38:56.738032,2026-01-27T09:38:56.738084,52.21,64,192.168.10.20,57562
97,1769499536.741809368,1769499536.741859436,2026-01-27T09:38:56.741809,2026-01-27T09:38:56.741859,50.07,64,192.168.10.20,57562
98,1769499536.745534658,1769499536.745586157,2026-01-27T09:38:56.745535,2026-01-27T09:38:56.745586,51.50,64,192.168.10.20,57562
99,1769499536.749264717,1769499536.749317408,2026-01-27T09:38:56.749265,2026-01-27T09:38:56.749317,52.69,64,192.168.10.20,57562
100,1769499536.752737522,1769499536.752789497,2026-01-27T09:38:56.752738,2026-01-27T09:38:56.752789,51.98,64,192.168.10.20,57562
101,1769499536.756179094,1769499536.756227016,2026-01-27T09:38:56.756179,2026-01-27T09:38:56.756227,47.92,64,192.168.10.20,57562
102,1769499536.759609461,1769499536.759659767,2026-01-27T09:38:56.759609,2026-01-27T09:38:56.759660,50.31,64,192.168.10.20,57562
103,1769499536.763099909,1769499536.763156891,2026-01-27T09:38:56.763100,2026-01-27T09:38:56.763157,56.98,64,192.168.10.20,57562
104,1769499536.766504765,1769499536.766554117,2026-01-27T09:38:56.766505,2026-01-27T09:38:56.766554,49.35,64,192.168.10.20,57562
105,1769499536.770028830,1769499536.770076513,2026-01-27T09:38:56.770029,2026-01-27T09:38:56.770077,47.68,64,192.168.10.20,57562
106,1769499536.773541927,1769499536.773589134,2026-01-27T09:38:56.773542,2026-01-27T09:38:56.773589,47.21,64,192.168.10.20,57562
107,1769499536.777059317,1769499536.777110815,2026-01-27T09:38:56.777059,2026-01-27T09:38:56.777111,51.50,64,192.168.10.20,57562
108,1769499536.780732393,1769499536.780786991,2026-01-27T09:38:56.780732,2026-01-27T09:38:56.780787,54.60,64,192.168.10.20,57562
109,1769499536.784372568,1769499536.784425735,2026-01-27T09:38:56.784373,2026-01-27T09:38:56.784426,53.17,64,192.168.10.20,57562
110,1769499536.788039446,1769499536.788096428,2026-01-27T09:38:56.788039,2026-01-27T09:38:56.788096,56.98,64,192.168.10.20,57562
111,1769499536.791489601,1769499536.791542768,2026-01-27T09:38:56.791490,2026-01-27T09:38:56.791543,53.17,64,192.168.10.20,57562
112,1769499536.795049667,1769499536.795100212,2026-01-27T09:38:56.795050,2026-01-27T09:38:56.795100,50.54,64,192.168.10.20,57562
113,1769499536.798620939,1769499536.798673153,2026-01-27T09:38:56.798621,2026-01-27T09:38:56.798673,52.21,64,192.168.10.20,57562
114,1769499536.802047968,1769499536.802097082,2026-01-27T09:38:56.802048,2026-01-27T09:38:56.802097,49.11,64,192.168.10.20,57562
115,1769499536.805400848,1769499536.805450439,2026-01-27T09:38:56.805401,2026-01-27T09:38:56.805450,49.59,64,192.168.10.20,57562
116,1769499536.808865309,1769499536.808917761,2026-01-27T09:38:56.808865,2026-01-27T09:38:56.808918,52.45,64,192.168.10.20,57562
117,1769499536.812385321,1769499536.812434435,2026-01-27T09:38:56.812385,2026-01-27T09:38:56.812434,49.11,64,192.168.10.20,57562
118,1769499536.815884352,1769499536.815936327,2026-01-27T09:38:56.815884,2026-01-27T09:38:56.815936,51.98,64,192.168.10.20,57562
119,1769499536.819485426,1769499536.819537401,2026-01-27T09:38:56.819485,2026-01-27T09:38:56.819537,51.98,64,192.168.10.20,57562
120,1769499536.823031187,1769499536.823077440,2026-01-27T09:38:56.823031,2026-01-27T09:38:56.823077,46.25,64,192.168.10.20,57562
121,1769499536.826485157,1769499536.826538563,2026-01-27T09:38:56.826485,2026-01-27T09:38:56.826539,53.41,64,192.168.10.20,57562
122,1769499536.830081940,1769499536.830131292,2026-01-27T09:38:56.830082,2026-01-27T09:38:56.830131,49.35,64,192.168.10.20,57562
123,1769499536.833612919,1769499536.833658934,2026-01-27T09:38:56.833613,2026-01-27T09:38:56.833659,46.01,64,192.168.10.20,57562
124,1769499536.837025642,1769499536.837090492,2026-01-27T09:38:56.837026,2026-01-27T09:38:56.837090,64.85,64,192.168.10.20,57562
125,1769499536.840459824,1769499536.840517044,2026-01-27T09:38:56.840460,2026-01-27T09:38:56.840517,57.22,64,192.168.10.20,57562
126,1769499536.843988180,1769499536.844039679,2026-01-27T09:38:56.843988,2026-01-27T09:38:56.844040,51.50,64,192.168.10.20,57562
127,1769499536.847682953,1769499536.847738266,2026-01-27T09:38:56.847683,2026-01-27T09:38:56.847738,55.31,64,192.168.10.20,57562
128,1769499536.851234674,1769499536.851285219,2026-01-27T09:38:56.851235,2026-01-27T09:38:56.851285,50.54,64,192.168.10.20,57562
129,1769499536.854824305,1769499536.854871988,2026-01-27T09:38:56.854824,2026-01-27T09:38:56.854872,47.68,64,192.168.10.20,57562
130,1769499536.858361006,1769499536.858414650,2026-01-27T09:38:56.858361,2026-01-27T09:38:56.858415,53.64,64,192.168.10.20,57562
131,1769499536.862104893,1769499536.862155199,2026-01-27T09:38:56.862105,2026-01-27T09:38:56.862155,50.31,64,192.168.10.20,57562
132,1769499536.865838051,1769499536.865891933,2026-01-27T09:38:56.865838,2026-01-27T09:38:56.865892,53.88,64,192.168.10.20,57562
133,1769499536.869379759,1769499536.869432926,2026-01-27T09:38:56.869380,2026-01-27T09:38:56.869433,53.17,64,192.168.10.20,57562
134,1769499536.872889757,1769499536.872945309,2026-01-27T09:38:56.872890,2026-01-27T09:38:56.872945,55.55,64,192.168.10.20,57562
135,1769499536.876353979,1769499536.876403809,2026-01-27T09:38:56.876354,2026-01-27T09:38:56.876404,49.83,64,192.168.10.20,57562
136,1769499536.879755497,1769499536.879807234,2026-01-27T09:38:56.879755,2026-01-27T09:38:56.879807,51.74,64,192.168.10.20,57562
137,1769499536.883143425,1769499536.883200169,2026-01-27T09:38:56.883143,2026-01-27T09:38:56.883200,56.74,64,192.168.10.20,57562
138,1769499536.886656761,1769499536.886713266,2026-01-27T09:38:56.886657,2026-01-27T09:38:56.886713,56.51,64,192.168.10.20,57562
139,1769499536.890149593,1769499536.890203476,2026-01-27T09:38:56.890150,2026-01-27T09:38:56.890203,53.88,64,192.168.10.20,57562
140,1769499536.893693924,1769499536.893741369,2026-01-27T09:38:56.893694,2026-01-27T09:38:56.893741,47.45,64,192.168.10.20,57562
141,1769499536.897273540,1769499536.897326946,2026-01-27T09:38:56.897274,2026-01-27T09:38:56.897327,53.41,64,192.168.10.20,57562
142,1769499536.900892735,1769499536.900949478,2026-01-27T09:38:56.900893,2026-01-27T09:38:56.900949,56.74,64,192.168.10.20,57562
143,1769499536.904389620,1769499536.904440403,2026-01-27T09:38:56.904390,2026-01-27T09:38:56.904440,50.78,64,192.168.10.20,57562
144,1769499536.907841444,1769499536.907892466,2026-01-27T09:38:56.907841,2026-01-27T09:38:56.907892,51.02,64,192.168.10.20,57562
145,1769499536.911183119,1769499536.911234856,2026-01-27T09:38:56.911183,2026-01-27T09:38:56.911235,51.74,64,192.168.10.20,57562
146,1769499536.914587975,1769499536.914637089,2026-01-27T09:38:56.914588,2026-01-27T09:38:56.914637,49.11,64,192.168.10.20,57562
147,1769499536.918049574,1769499536.918099165,2026-01-27T09:38:56.918050,2026-01-27T09:38:56.918099,49.59,64,192.168.10.20,57562
148,1769499536.921480179,1769499536.921531200,2026-01-27T09:38:56.921480,2026-01-27T09:38:56.921531,51.02,64,192.168.10.20,57562
149,1769499536.925021887,1769499536.925075054,2026-01-27T09:38:56.925022,2026-01-27T09:38:56.925075,53.17,64,192.168.10.20,57562
150,1769499536.928697586,1769499536.928750753,2026-01-27T09:38:56.928698,2026-01-27T09:38:56.928751,53.17,64,192.168.10.20,57562
151,1769499536.932292700,1769499536.932341576,2026-01-27T09:38:56.932293,2026-01-27T09:38:56.932342,48.88,64,192.168.10.20,57562
152,1769499536.935750484,1769499536.935798168,2026-01-27T09:38:56.935750,2026-01-27T09:38:56.935798,47.68,64,192.168.10.20,57562
153,1769499536.939126253,1769499536.939176798,2026-01-27T09:38:56.939126,2026-01-27T09:38:56.939177,50.54,64,192.168.10.20,57562
154,1769499536.942607403,1769499536.942657709,2026-01-27T09:38:56.942607,2026-01-27T09:38:56.942658,50.31,64,192.168.10.20,57562
155,1769499536.946001768,1769499536.946052551,2026-01-27T09:38:56.946002,2026-01-27T09:38:56.946053,50.78,64,192.168.10.20,57562
156,1769499536.949422836,1769499536.949471474,2026-01-27T09:38:56.949423,2026-01-27T09:38:56.949471,48.64,64,192.168.10.20,57562
157,1769499536.952931166,1769499536.952984333,2026-01-27T09:38:56.952931,2026-01-27T09:38:56.952984,53.17,64,192.168.10.20,57562
158,1769499536.956437588,1769499536.956484318,2026-01-27T09:38:56.956438,2026-01-27T09:38:56.956484,46.73,64,192.168.10.20,57562
159,1769499536.960089207,1769499536.960140944,2026-01-27T09:38:56.960089,2026-01-27T09:38:56.960141,51.74,64,192.168.10.20,57562
160,1769499536.963621855,1769499536.963674068,2026-01-27T09:38:56.963622,2026-01-27T09:38:56.963674,52.21,64,192.168.10.20,57562
161,1769499536.967047215,1769499536.967095375,2026-01-27T09:38:56.967047,2026-01-27T09:38:56.967095,48.16,64,192.168.10.20,57562
162,1769499536.970502377,1769499536.970553160,2026-01-27T09:38:56.970502,2026-01-27T09:38:56.970553,50.78,64,192.168.10.20,57562
163,1769499536.974008799,1769499536.974064589,2026-01-27T09:38:56.974009,2026-01-27T09:38:56.974065,55.79,64,192.168.10.20,57562
164,1769499536.977406025,1769499536.977456570,2026-01-27T09:38:56.977406,2026-01-27T09:38:56.977457,50.54,64,192.168.10.20,57562
165,1769499536.980867386,1769499536.980930805,2026-01-27T09:38:56.980867,2026-01-27T09:38:56.980931,63.42,64,192.168.10.20,57562
166,1769499536.984370232,1769499536.984421492,2026-01-27T09:38:56.984370,2026-01-27T09:38:56.984421,51.26,64,192.168.10.20,57562
167,1769499536.987909794,1769499536.987968922,2026-01-27T09:38:56.987910,2026-01-27T09:38:56.987969,59.13,64,192.168.10.20,57562
168,1769499536.991488934,1769499536.991544724,2026-01-27T09:38:56.991489,2026-01-27T09:38:56.991545,55.79,64,192.168.10.20,57562
169,1769499536.995164156,1769499536.995222807,2026-01-27T09:38:56.995164,2026-01-27T09:38:56.995223,58.65,64,192.168.10.20,57562
170,1769499536.998762131,1769499536.998816013,2026-01-27T09:38:56.998762,2026-01-27T09:38:56.998816,53.88,64,192.168.10.20,57562
171,1769499537.002270222,1769499537.002320051,2026-01-27T09:38:57.002270,2026-01-27T09:38:57.002320,49.83,64,192.168.10.20,57562
172,1769499537.005810022,1769499537.005866528,2026-01-27T09:38:57.005810,2026-01-27T09:38:57.005867,56.51,64,192.168.10.20,57562
173,1769499537.009267569,1769499537.009318113,2026-01-27T09:38:57.009268,2026-01-27T09:38:57.009318,50.54,64,192.168.10.20,57562
174,1769499537.012700319,1769499537.012755871,2026-01-27T09:38:57.012700,2026-01-27T09:38:57.012756,55.55,64,192.168.10.20,57562
175,1769499537.016160488,1769499537.016211510,2026-01-27T09:38:57.016160,2026-01-27T09:38:57.016212,51.02,64,192.168.10.20,57562
176,1769499537.019659758,1769499537.019711256,2026-01-27T09:38:57.019660,2026-01-27T09:38:57.019711,51.50,64,192.168.10.20,57562
177,1769499537.023109198,1769499537.023156404,2026-01-27T09:38:57.023109,2026-01-27T09:38:57.023156,47.21,64,192.168.10.20,57562
178,1769499537.026774645,1769499537.026824474,2026-01-27T09:38:57.026775,2026-01-27T09:38:57.026824,49.83,64,192.168.10.20,57562
179,1769499537.030300140,1769499537.030353546,2026-01-27T09:38:57.030300,2026-01-27T09:38:57.030354,53.41,64,192.168.10.20,57562
180,1769499537.033810139,1769499537.033866167,2026-01-27T09:38:57.033810,2026-01-27T09:38:57.033866,56.03,64,192.168.10.20,57562
181,1769499537.037260771,1769499537.037311316,2026-01-27T09:38:57.037261,2026-01-27T09:38:57.037311,50.54,64,192.168.10.20,57562
182,1769499537.040725708,1769499537.040786743,2026-01-27T09:38:57.040726,2026-01-27T09:38:57.040787,61.04,64,192.168.10.20,57562
183,1769499537.044136047,1769499537.044186592,2026-01-27T09:38:57.044136,2026-01-27T09:38:57.044187,50.54,64,192.168.10.20,57562
184,1769499537.047598362,1769499537.047648430,2026-01-27T09:38:57.047598,2026-01-27T09:38:57.047648,50.07,64,192.168.10.20,57562
185,1769499537.051046610,1769499537.051095009,2026-01-27T09:38:57.051047,2026-01-27T09:38:57.051095,48.40,64,192.168.10.20,57562
186,1769499537.054644823,1769499537.054692507,2026-01-27T09:38:57.054645,2026-01-27T09:38:57.054693,47.68,64,192.168.10.20,57562
187,1769499537.058276892,1769499537.058327913,2026-01-27T09:38:57.058277,2026-01-27T09:38:57.058328,51.02,64,192.168.10.20,57562
188,1769499537.061985493,1769499537.062036991,2026-01-27T09:38:57.061985,2026-01-27T09:38:57.062037,51.50,64,192.168.10.20,57562
189,1769499537.065567970,1769499537.065615892,2026-01-27T09:38:57.065568,2026-01-27T09:38:57.065616,47.92,64,192.168.10.20,57562
190,1769499537.069081783,1769499537.069140196,2026-01-27T09:38:57.069082,2026-01-27T09:38:57.069140,58.41,64,192.168.10.20,57562
191,1769499537.072562933,1769499537.072620869,2026-01-27T09:38:57.072563,2026-01-27T09:38:57.072621,57.94,64,192.168.10.20,57562
192,1769499537.075976372,1769499537.076030493,2026-01-27T09:38:57.075976,2026-01-27T09:38:57.076030,54.12,64,192.168.10.20,57562
193,1769499537.079408646,1769499537.079462290,2026-01-27T09:38:57.079409,2026-01-27T09:38:57.079462,53.64,64,192.168.10.20,57562
194,1769499537.082898378,1769499537.082952738,2026-01-27T09:38:57.082898,2026-01-27T09:38:57.082953,54.36,64,192.168.10.20,57562
195,1769499537.086392403,1769499537.086442471,2026-01-27T09:38:57.086392,2026-01-27T09:38:57.086442,50.07,64,192.168.10.20,57562
196,1769499537.089948893,1769499537.090006828,2026-01-27T09:38:57.089949,2026-01-27T09:38:57.090007,57.94,64,192.168.10.20,57562
197,1769499537.093610287,1769499537.093668461,2026-01-27T09:38:57.093610,2026-01-27T09:38:57.093668,58.17,64,192.168.10.20,57562
198,1769499537.097150326,1769499537.097205877,2026-01-27T09:38:57.097150,2026-01-27T09:38:57.097206,55.55,64,192.168.10.20,57562
199,1769499537.100661755,1769499537.100714922,2026-01-27T09:38:57.100662,2026-01-27T09:38:57.100715,53.17,64,192.168.10.20,57562
200,1769499537.104127645,1769499537.104180574,2026-01-27T09:38:57.104128,2026-01-27T09:38:57.104181,52.93,64,192.168.10.20,57562
201,1769499537.107574701,1769499537.107625723,2026-01-27T09:38:57.107575,2026-01-27T09:38:57.107626,51.02,64,192.168.10.20,57562
